rank,symbol,company_name,close,change,change_percent
1,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,775.00,-55.00,-6.63
2,MLBSL,Mahila Laghubitta Bittiya Sanstha Limited,1195.00,-84.00,-6.57
3,KKHC,Khani Khola Hydropower Company Limited,331.00,-21.30,-6.05
4,CFCL,Central Finance Limited,610.00,-29.00,-4.54
5,SKHL,Super Khudi Hydropower Limited,834.10,-35.90,-4.13
6,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,1422.10,-54.90,-3.72
7,HATHY,Hathway Investment Nepal Limited,652.60,-24.40,-3.60
8,NMB50,NMB 50,10.00,-0.37,-3.57
9,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,139.10,-4.80,-3.34
10,RHGCL,Rapti Hydro & General Construction Limited,257.90,-8.80,-3.30
11,MEHL,Manakamana Engineering Hydropower Limited,270.00,-9.00,-3.23
12,GSY,Garima Samriddhi Yojana,9.30,-0.30,-3.13
13,MKCL,Muktinath Krishi Company Limited,1016.00,-32.00,-3.05
14,NICSF,NIC Asia Select-30,8.73,-0.27,-3.00
15,GMLI,Guardian Micro Life Insurance Limited,1066.00,-33.00,-3.00
