rank,symbol,company_name,close,change,change_percent
1,ECL,Everest Colour Limited,651.10,84.90,14.99
2,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,6659.00,841.00,14.46
3,CORBL,Corporate Development Bank Limited,1549.00,109.00,7.57
4,SMJC,Sagarmatha Jalbidhyut Company Limited,470.00,30.00,6.82
5,KKHC,Khani Khola Hydropower Company Limited,282.30,15.80,5.93
6,JHAPA,Jhapa Energy Limited,1211.10,63.10,5.50
7,DHEL,Daramkhola Hydro Energy Limited,626.00,28.00,4.68
8,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,496.00,21.00,4.42
9,PBLD87,8.5% Prabhu Bank Debenture 2087,1134.90,47.90,4.41
10,BOKD86KA,10.5% BOK Debenture 2086,1145.00,45.00,4.09
11,TSHL,Three Star Hydropower Limited,400.00,15.00,3.90
12,SABBL,Salapa Bikas Bank Limited,1160.00,41.00,3.66
13,SMB,Support Laghubitta Bittiya Sanstha Limited,1915.00,67.00,3.63
14,MKCL,Muktinath Krishi Company Limited,1180.00,39.00,3.42
15,RLEL,Ridge Line Energy Limited,970.00,30.00,3.19
