rank,symbol,company_name,close,change,change_percent
1,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,5700.00,-420.00,-6.86
2,LUK,Laxmi Unnati Kosh,9.95,-0.54,-5.15
3,RBBD2088,7% RBBL Debenture 2088,1032.00,-51.00,-4.71
4,NBBD2085,10.25% NBBL Debenture 2085,1115.00,-50.00,-4.29
5,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,141.30,-5.70,-3.88
6,JBBD87,Jyoti Bikash Bank Bond 2087,1150.00,-45.00,-3.77
7,NIBLGF,NIBL Growth Fund,10.55,-0.36,-3.30
8,SIGS3,Siddhartha Investment Growth Scheme 3,10.37,-0.33,-3.08
9,NABILD87,9% Nabil Debenture 2087,1122.40,-35.60,-3.07
10,NMBD87/88,8.5% NMB Rinpatra 2087/88,1211.00,-38.00,-3.04
11,SAND2085,10% Sanima Debenture 2085,1207.70,-37.30,-3.00
12,SBID2090,7% Nepal SBI Bank Debenture 2090,1067.00,-33.00,-3.00
13,HBLD83,10% Himalayan Bank Ltd. Debenture 2083,1019.00,-31.10,-2.96
14,NIBLSTF,NIBL Stable Fund,8.91,-0.27,-2.94
15,GSY,Garima Samriddhi Yojana,10.00,-0.30,-2.91
