rank,symbol,company_name,close,change,change_percent
1,NMBHF2,NMB Hybrid Fund L-II,8.47,-0.71,-7.73
2,RLEL,Ridge Line Energy Limited,784.90,-43.10,-5.21
3,NWCL,Nepal Warehousing Company Limited,590.10,-30.80,-4.96
4,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,1375.00,-66.00,-4.58
5,SINDU,Sindhu Bikas Bank Limited,430.00,-20.00,-4.44
6,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,1020.00,-46.00,-4.32
7,SKHEL,Suryakunda Hydro Electric Limited,835.00,-36.00,-4.13
8,TSHL,Three Star Hydropower Limited,350.00,-15.00,-4.11
9,MPFL,Multipurpose Finance Company Limited,594.90,-25.10,-4.05
10,RHGCL,Rapti Hydro & General Construction Limited,264.00,-11.00,-4.00
11,MSHL,Mid Solu Hydropower Company Limited,538.00,-22.00,-3.93
12,NADEP,NADEP Laghubitta Bittiya Sanstha Limited,690.00,-28.00,-3.90
13,KBSH,Kutheli Bukhari Small Hydropower Limited,834.00,-32.00,-3.70
14,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1040.00,-38.00,-3.53
15,ENL,Emerging Nepal Limited,554.00,-20.00,-3.48
