S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,304.00,307.00,300.00,307.00,307.00,0.00,0.00,303.74,"1,048.00",304.00,"318,315.00",6,3.00,7.00,0.00,2.33,1.06,0.00,0.00
2,ADBL,-,501.00,500.00,490.00,495.00,495.00,0.00,0.00,496.57,"4,559.00",501.00,"2,263,865.00",42,-6.00,10.00,0.00,2.04,-0.32,0.00,0.00
3,AHPC,-,380.00,385.00,375.00,385.00,385.00,0.00,0.00,381.05,"7,966.00",380.00,"3,035,414.00",24,5.00,10.00,0.00,2.67,1.03,0.00,0.00
4,AIC,-,394.00,401.00,401.00,401.00,401.00,0.00,0.00,401.00,227.00,394.00,"91,027.00",1,7.00,0.00,0.00,0.00,0.00,0.00,0.00
5,ALDBL,-,220.00,229.00,216.00,229.00,229.00,0.00,0.00,223.79,430.00,220.00,"96,230.00",10,9.00,13.00,0.00,6.02,2.27,0.00,0.00
6,ALICL,-,"1,015.00","1,045.00","1,000.00","1,045.00","1,045.00",0.00,0.00,"1,005.30","2,460.00","1,015.00","2,473,033.00",16,30.00,45.00,0.00,4.50,3.80,0.00,0.00
7,APEX,-,129.00,130.00,125.00,129.00,129.00,0.00,0.00,128.79,"3,125.00",129.00,"402,474.00",39,0.00,5.00,0.00,4.00,0.16,0.00,0.00
8,ARDBL,-,144.00,158.00,146.00,158.00,158.00,0.00,0.00,155.68,"1,294.00",144.00,"201,455.00",34,14.00,12.00,0.00,8.22,1.47,0.00,0.00
9,BLDBL,-,410.00,435.00,415.00,435.00,435.00,0.00,0.00,424.67,"2,275.00",410.00,"966,133.00",14,25.00,20.00,0.00,4.82,2.37,0.00,0.00
10,BNT,-,"1,783.00","1,818.00","1,818.00","1,818.00","1,818.00",0.00,0.00,"1,818.00",50.00,"1,783.00","90,900.00",1,35.00,0.00,0.00,0.00,0.00,0.00,0.00
11,BPCL,-,673.00,678.00,670.00,676.00,676.00,0.00,0.00,673.98,"3,064.00",673.00,"2,065,080.00",11,3.00,8.00,0.00,1.19,0.30,0.00,0.00
12,BSBL,-,262.00,282.00,267.00,282.00,282.00,0.00,0.00,273.54,484.00,262.00,"132,393.00",8,20.00,15.00,0.00,5.62,3.00,0.00,0.00
13,BUDBL,-,204.00,201.00,200.00,201.00,201.00,0.00,0.00,200.12,368.00,204.00,"73,645.00",3,-3.00,1.00,0.00,0.50,0.44,0.00,0.00
14,CBBL,-,"1,355.00","1,479.00","1,382.00","1,479.00","1,479.00",0.00,0.00,"1,428.85",991.00,"1,355.00","1,415,988.00",7,124.00,97.00,0.00,7.02,3.39,0.00,0.00
15,CBL,-,288.00,296.00,290.00,291.00,291.00,0.00,0.00,291.66,"13,377.00",288.00,"3,901,506.00",62,3.00,6.00,0.00,2.07,-0.23,0.00,0.00
16,CCBL,-,295.00,295.00,285.00,289.00,289.00,0.00,0.00,290.56,"8,593.00",295.00,"2,496,745.00",127,-6.00,10.00,0.00,3.51,-0.54,0.00,0.00
17,CDBL,-,430.00,431.00,425.00,431.00,431.00,0.00,0.00,429.35,"1,013.00",430.00,"434,936.00",12,1.00,6.00,0.00,1.41,0.38,0.00,0.00
