S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,282.00,285.00,284.00,285.00,285.00,0.00,0.00,284.94,"1,600.00",282.00,"455,900.00",3,3.00,1.00,0.00,0.35,0.02,0.00,0.00
2,ADBL,-,457.00,470.00,449.00,466.00,466.00,0.00,0.00,466.06,"1,462.00",457.00,"681,376.00",6,9.00,21.00,0.00,4.68,-0.01,0.00,0.00
3,AHPC,-,281.00,280.00,272.00,272.00,272.00,0.00,0.00,272.72,"2,788.00",281.00,"760,348.00",9,-9.00,8.00,0.00,2.94,-0.27,0.00,0.00
4,ALICL,-,"1,000.00","1,009.00",990.00,"1,009.00","1,009.00",0.00,0.00,"1,000.31",982.00,"1,000.00","982,300.00",6,9.00,19.00,0.00,1.92,0.86,0.00,0.00
5,APEX,-,140.00,142.00,140.00,141.00,141.00,0.00,0.00,140.34,"3,314.00",140.00,"465,088.00",11,1.00,2.00,0.00,1.43,0.47,0.00,0.00
6,ARDBL,-,187.00,190.00,187.00,187.00,187.00,0.00,0.00,189.31,989.00,187.00,"187,232.00",5,0.00,3.00,0.00,1.60,-1.24,0.00,0.00
7,ARUN,-,108.00,107.00,99.00,101.00,101.00,0.00,0.00,101.13,"3,790.00",108.00,"383,270.00",62,-7.00,8.00,0.00,8.08,-0.13,0.00,0.00
8,BARUN,-,368.00,387.00,365.00,380.00,380.00,0.00,0.00,378.35,860.00,368.00,"325,380.00",77,12.00,22.00,0.00,6.03,0.43,0.00,0.00
9,BOK,-,580.00,581.00,577.00,577.00,577.00,0.00,0.00,579.08,"5,452.00",580.00,"3,157,124.00",24,-3.00,4.00,0.00,0.69,-0.36,0.00,0.00
10,BUDBL,-,257.00,252.00,250.00,250.00,250.00,0.00,0.00,250.08,"6,635.00",257.00,"1,659,254.00",3,-7.00,2.00,0.00,0.80,-0.03,0.00,0.00
11,CBBL,-,"1,680.00","1,660.00","1,647.00","1,660.00","1,660.00",0.00,0.00,"1,651.49",388.00,"1,680.00","640,780.00",3,-20.00,13.00,0.00,0.79,0.51,0.00,0.00
12,CBL,-,260.00,260.00,259.00,259.00,259.00,0.00,0.00,259.42,863.00,260.00,"223,880.00",5,-1.00,1.00,0.00,0.39,-0.16,0.00,0.00
13,CCBL,-,295.00,299.00,285.00,299.00,299.00,0.00,0.00,296.01,"5,606.00",295.00,"1,659,453.00",26,4.00,14.00,0.00,4.91,1.00,0.00,0.00
14,CFCL,-,245.00,247.00,244.00,244.00,244.00,0.00,0.00,246.15,654.00,245.00,"160,980.00",6,-1.00,3.00,0.00,1.23,-0.88,0.00,0.00
