S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,40.56,"1,570.00","1,615.00","1,570.00","1,581.00","1,581.00",0.00,0.00,"1,592.82","2,650.00","1,580.00","4,220,975.00",70,1.00,45.00,0.06,2.87,-0.75,"1,938.00",691.00
2,ADBL,43.05,544.00,554.00,538.00,548.50,548.50,0.00,0.00,546.77,"93,937.00",544.00,"51,361,611.70",858,4.50,16.00,0.83,2.97,0.32,620.00,398.00
3,ADBLD83,42.40,"1,042.00","1,042.00","1,042.00","1,042.00","1,042.00",0.00,0.00,"1,042.00",100.00,"1,040.20","104,200.00",1,1.80,0.00,0.17,0.00,0.00,"1,150.00","1,035.00"
4,AHPC,53.79,737.00,760.00,725.00,726.00,726.00,0.00,0.00,739.39,"811,393.00",737.00,"599,936,049.10","2,881",-11.00,35.00,-1.49,4.83,-1.84,785.00,103.00
5,AIL,44.53,812.00,819.70,803.70,806.00,806.00,0.00,0.00,811.19,"10,682.00",812.10,"8,665,098.10",287,-6.10,16.00,-0.75,1.99,-0.64,"1,125.00",500.00
6,AKJCL,52.70,419.00,425.00,388.00,414.00,414.00,0.00,0.00,415.73,"16,244.00",411.00,"6,753,198.50",189,3.00,37.00,0.73,9.54,-0.42,502.00,54.00
7,AKPL,44.58,659.00,669.00,633.10,640.00,640.00,0.00,0.00,650.29,"181,760.00",659.00,"118,197,452.50","1,473",-19.00,35.90,-2.88,5.67,-1.61,882.40,142.00
8,ALBSL,46.03,"1,790.00","1,825.00","1,760.00","1,799.00","1,799.00",0.00,0.00,"1,786.96","4,875.00","1,790.00","8,711,418.00",89,9.00,65.00,0.50,3.69,0.67,"2,101.20",785.00
9,ALICL,43.06,"1,330.00","1,383.00","1,320.00","1,342.00","1,342.00",0.00,0.00,"1,353.25","27,338.00","1,355.00","36,995,086.40",229,-13.00,63.00,-0.96,4.77,-0.84,"1,565.00",700.00
10,API,48.45,558.40,578.00,544.00,551.50,551.50,0.00,0.00,559.71,"424,353.00",558.40,"237,515,077.20","3,142",-6.90,34.00,-1.24,6.25,-1.49,670.00,120.00
11,BARUN,41.48,620.00,628.00,603.00,604.00,604.00,0.00,0.00,614.28,"42,751.00",617.00,"26,261,220.40",293,-13.00,25.00,-2.11,4.15,-1.70,763.40,98.00
12,BBC,51.43,"6,280.00","6,280.00","6,160.00","6,161.20","6,161.20",0.00,0.00,"6,187.39",972.00,"6,170.00","6,014,147.00",39,-8.80,120.00,-0.14,1.95,-0.43,"8,208.00","1,571.00"
13,BFC,53.88,600.00,609.00,575.00,577.00,577.00,0.00,0.00,588.56,"71,503.00",600.00,"42,084,121.60",649,-23.00,34.00,-3.83,5.91,-2.00,630.00,99.00
14,BNT,41.67,"10,580.00","10,580.00","10,491.00","10,491.00","10,491.00",0.00,0.00,"10,501.53",170.00,"10,580.00","1,785,260.00",10,-89.00,89.00,-0.84,0.85,-0.10,"12,178.00","6,149.00"
15,BOKL,49.70,377.00,379.00,368.00,375.00,375.00,0.00,0.00,374.42,"80,771.00",370.00,"30,242,393.30",602,5.00,11.00,1.35,2.99,0.15,433.20,229.00
16,BPCL,44.55,599.00,606.00,585.00,588.00,588.00,0.00,0.00,594.19,"70,904.00",588.00,"42,130,695.30",733,0.00,21.00,0.00,3.59,-1.05,703.00,369.00
17,CBBL,43.50,"1,836.00","1,871.00","1,789.00","1,794.00","1,794.00",0.00,0.00,"1,797.59","45,398.00","1,800.00","81,607,217.00",676,-6.00,82.00,-0.33,4.58,-0.20,"2,065.20","1,062.00"
18,CBL,54.41,270.00,284.00,265.00,273.00,273.00,0.00,0.00,270.74,"209,482.00",271.00,"56,715,120.80","1,003",2.00,19.00,0.74,7.17,0.83,316.00,141.00
19,CCBL,47.09,267.00,274.00,263.00,270.00,270.00,0.00,0.00,270.51,"82,202.00",267.00,"22,236,580.30",654,3.00,11.00,1.12,4.18,-0.19,324.00,169.00
20,CFCL,48.66,730.00,772.00,715.40,722.00,722.00,0.00,0.00,735.08,"137,706.00",730.00,"101,224,497.90",815,-8.00,56.60,-1.10,7.91,-1.81,814.90,121.00
21,CGH,62.22,"1,475.00","1,517.00","1,466.00","1,511.00","1,511.00",0.00,0.00,"1,495.71","13,649.00","1,479.00","20,414,970.00",259,32.00,51.00,2.16,3.48,1.01,"2,800.00",159.00
22,CHCL,43.74,668.00,668.00,648.00,650.00,650.00,0.00,0.00,654.77,"55,683.00",655.00,"36,459,799.60",547,-5.00,20.00,-0.76,3.09,-0.73,785.00,417.00
23,CHDC,42.23,"1,200.00","1,247.00","1,190.00","1,206.00","1,206.00",0.00,0.00,"1,219.19","41,831.00","1,224.00","51,000,053.80",921,-18.00,57.00,-1.47,4.79,-1.09,"1,415.00",416.00
24,CHL,58.12,600.00,624.10,577.00,590.00,590.00,0.00,0.00,595.40,"34,383.00",591.00,"20,471,605.00",269,-1.00,47.10,-0.17,8.16,-0.92,715.00,96.00
25,CIT,51.78,"3,752.00","3,860.00","3,720.00","3,785.00","3,785.00",0.00,0.00,"3,790.93","19,807.00","3,752.00","75,086,915.60",474,33.00,140.00,0.88,3.76,-0.16,"5,749.00","2,884.00"
26,CLBSL,56.51,"1,540.10","1,570.00","1,534.00","1,535.00","1,535.00",0.00,0.00,"1,550.02","3,240.00","1,560.00","5,022,050.00",62,-25.00,36.00,-1.60,2.35,-0.98,"1,811.00",670.00
27,CMF1,54.29,15.70,16.00,15.39,15.59,15.59,0.00,0.00,15.59,"146,503.00",15.59,"2,283,832.37",90,0.00,0.61,0.00,3.96,0.01,16.01,9.34
28,CMF2,47.31,15.30,15.71,15.25,15.54,15.54,0.00,0.00,15.49,"166,865.00",15.11,"2,585,242.15",56,0.43,0.46,2.85,3.02,0.30,16.87,9.00
