S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,348.00,345.00,345.00,345.00,345.00,0.00,0.00,345.00,443.00,348.00,"152,835.00",3,-3.00,0.00,0.00,0.00,0.00,0.00,0.00
2,ADBL,-,590.00,590.00,580.00,580.00,580.00,0.00,0.00,583.48,"4,680.00",590.00,"2,730,671.00",21,-10.00,10.00,0.00,1.72,-0.60,0.00,0.00
3,AHPC,-,305.00,305.00,294.00,295.00,295.00,0.00,0.00,299.25,"7,276.00",305.00,"2,177,319.00",15,-10.00,11.00,0.00,3.74,-1.44,0.00,0.00
4,ALDBL,-,455.00,475.00,446.00,475.00,475.00,0.00,0.00,469.25,934.00,455.00,"438,280.00",8,20.00,29.00,0.00,6.50,1.21,0.00,0.00
5,ALICL,-,"1,360.00","1,355.00","1,320.00","1,330.00","1,330.00",0.00,0.00,"1,334.51","3,769.00","1,360.00","5,029,752.00",21,-30.00,35.00,0.00,2.65,-0.34,0.00,0.00
6,API,-,515.00,540.00,515.00,540.00,540.00,0.00,0.00,523.88,"16,567.00",515.00,"8,679,098.00",83,25.00,25.00,0.00,4.85,2.99,0.00,0.00
7,ARDBL,-,265.00,262.00,260.00,261.00,261.00,0.00,0.00,260.63,"2,234.00",265.00,"582,240.00",6,-4.00,2.00,0.00,0.77,0.14,0.00,0.00
8,BARUN,-,336.00,352.00,335.00,352.00,352.00,0.00,0.00,342.11,440.00,336.00,"150,530.00",7,16.00,17.00,0.00,5.07,2.81,0.00,0.00
9,BFCL,-,146.00,160.00,148.00,160.00,160.00,0.00,0.00,154.33,60.00,146.00,"9,260.00",6,14.00,12.00,0.00,8.11,3.54,0.00,0.00
10,BHBL,-,360.00,353.00,346.00,346.00,346.00,0.00,0.00,350.67,300.00,360.00,"105,200.00",2,-14.00,7.00,0.00,2.02,-1.35,0.00,0.00
11,BPCL,-,622.00,631.00,610.00,610.00,610.00,0.00,0.00,621.78,"4,650.00",622.00,"2,891,300.00",18,-12.00,21.00,0.00,3.44,-1.93,0.00,0.00
12,CBBL,-,"1,900.00","1,880.00","1,850.00","1,878.00","1,878.00",0.00,0.00,"1,861.78","2,371.00","1,900.00","4,414,275.00",12,-22.00,30.00,0.00,1.62,0.86,0.00,0.00
13,CCBL,-,344.00,348.00,339.00,345.00,345.00,0.00,0.00,344.22,"6,621.00",344.00,"2,279,057.00",49,1.00,9.00,0.00,2.65,0.23,0.00,0.00
14,CHCL,-,"1,358.00","1,424.00","1,360.00","1,407.00","1,407.00",0.00,0.00,"1,395.46","12,677.00","1,358.00","17,690,238.00",78,49.00,64.00,0.00,4.71,0.82,0.00,0.00
15,CIT,-,"4,360.00","4,300.00","4,300.00","4,300.00","4,300.00",0.00,0.00,"4,300.00",50.00,"4,360.00","215,000.00",2,-60.00,0.00,0.00,0.00,0.00,0.00,0.00
16,CNDBL,-,220.00,222.00,218.00,219.00,219.00,0.00,0.00,219.68,"5,807.00",220.00,"1,275,676.00",25,-1.00,4.00,0.00,1.83,-0.31,0.00,0.00
17,CZBIL,-,634.00,638.00,626.00,631.00,631.00,0.00,0.00,632.30,"7,289.00",634.00,"4,608,805.00",35,-3.00,12.00,0.00,1.92,-0.21,0.00,0.00
18,DBBL,-,240.00,237.00,225.00,229.00,229.00,0.00,0.00,228.44,"2,076.00",240.00,"474,234.00",9,-11.00,12.00,0.00,5.33,0.25,0.00,0.00
