S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,52.74,"1,011.00","1,028.00",965.00,974.00,974.00,0.00,0.00,977.62,"12,926.00","1,010.00","12,636,764.20",161,-36.00,63.00,-3.56,6.53,-0.37,"1,028.00",500.10
2,ADBL,45.66,267.10,267.10,255.00,255.00,255.00,0.00,0.00,257.10,"30,419.00",261.90,"7,820,682.60",200,-6.90,12.10,-2.63,4.75,-0.82,292.90,223.00
3,ADBLD83,45.01,"1,052.30","1,055.00","1,052.30","1,055.00","1,055.00",0.00,0.00,"1,053.65",50.00,"1,060.00","52,682.50",2,-5.00,2.70,-0.47,0.26,0.13,"1,144.00",941.00
4,AHL,53.14,475.00,500.00,473.00,493.00,493.00,0.00,0.00,489.02,"37,564.00",468.00,"18,369,593.60",262,25.00,27.00,5.34,5.71,0.81,509.50,273.10
5,AHPC,46.03,155.00,156.00,151.30,151.50,151.50,0.00,0.00,152.49,"122,009.00",153.70,"18,605,456.40",531,-2.20,4.70,-1.43,3.11,-0.66,316.00,150.00
6,AKJCL,46.83,204.00,204.00,198.10,198.30,198.30,0.00,0.00,199.71,"32,117.00",202.00,"6,414,004.80",131,-3.70,5.90,-1.83,2.98,-0.71,250.00,141.30
7,AKPL,43.30,162.00,164.10,161.10,162.10,162.10,0.00,0.00,162.15,"53,173.00",161.70,"8,622,192.00",239,0.40,3.00,0.25,1.86,-0.03,384.90,152.40
8,ALBSL,50.56,"1,021.00","1,021.00",981.00,990.20,990.20,0.00,0.00,992.25,"22,459.00","1,001.00","22,284,919.80",208,-10.80,40.00,-1.08,4.08,-0.21,"1,040.00",543.00
9,ALICL,38.70,568.00,568.00,560.00,562.00,562.00,0.00,0.00,563.24,"10,716.00",568.00,"6,035,641.30",84,-6.00,8.00,-1.06,1.43,-0.22,812.00,523.00
10,ANLB,44.84,"2,390.80","2,395.00","2,340.00","2,355.00","2,355.00",0.00,0.00,"2,345.96","2,662.00","2,344.00","6,244,945.00",51,11.00,55.00,0.47,2.35,0.38,"2,651.00","1,550.00"
11,API,44.72,163.80,170.00,163.80,167.20,167.20,0.00,0.00,167.56,"84,448.00",167.00,"14,150,078.60",347,0.20,6.20,0.12,3.79,-0.22,265.20,154.70
12,AVYAN,52.02,955.00,968.00,917.90,917.90,917.90,0.00,0.00,931.43,"22,581.00",950.00,"21,032,638.50",275,-32.10,50.10,-3.38,5.46,-1.47,981.20,550.00
13,BARUN,49.19,230.30,244.40,230.30,240.00,240.00,0.00,0.00,238.28,"23,311.00",235.00,"5,554,521.40",113,5.00,14.10,2.13,6.12,0.72,299.00,191.10
14,BBC,46.06,"3,820.00","3,850.00","3,761.00","3,830.00","3,830.00",0.00,0.00,"3,831.52",628.00,"3,832.00","2,406,193.00",31,-2.00,89.00,-0.05,2.37,-0.04,"4,539.00","3,340.00"
15,BEDC,58.36,398.00,430.00,398.00,421.00,421.00,0.00,0.00,417.55,"76,200.00",397.00,"31,816,995.90",697,24.00,32.00,6.05,8.04,0.82,430.00,170.00
16,BFC,42.74,426.00,437.00,423.00,426.70,426.70,0.00,0.00,429.25,"21,729.00",434.00,"9,327,119.40",138,-7.30,14.00,-1.68,3.31,-0.60,448.00,284.00
17,BGWT,52.31,"1,094.00","1,203.10","1,000.00","1,203.10","1,203.10",0.00,0.00,"1,078.24","27,952.00","1,093.80","30,138,949.90",425,109.30,203.10,9.99,20.31,10.38,"1,203.10",352.00
18,BHDC,56.01,603.00,622.00,597.00,621.80,621.80,0.00,0.00,606.61,"77,551.00",603.00,"47,043,214.80",443,18.80,25.00,3.12,4.19,2.44,622.00,286.50
19,BHL,45.65,330.00,340.00,325.50,338.90,338.90,0.00,0.00,333.30,"11,229.00",330.00,"3,742,579.40",151,8.90,14.50,2.70,4.45,1.65,394.00,192.70
20,BHPL,61.46,607.60,660.00,573.40,659.90,659.90,0.00,0.00,619.74,"29,818.00",620.00,"18,479,281.50",327,39.90,86.60,6.44,15.10,6.09,660.00,304.10
21,BNHC,52.57,700.70,700.70,643.50,643.50,643.50,0.00,0.00,649.00,"47,275.00",715.00,"30,681,454.20",333,-71.50,57.20,-10.00,8.89,-0.85,734.40,270.10
22,BNL,54.63,"16,478.00","16,478.00","16,478.00","16,478.00","16,478.00",0.00,0.00,"16,478.00",50.00,"16,155.00","823,900.00",1,323.00,0.00,2.00,0.00,0.00,"23,765.60","2,266.60"
23,BNT,44.09,"12,853.00","13,000.00","12,750.00","12,750.00","12,750.00",0.00,0.00,"12,815.94",380.00,"12,906.00","4,870,056.00",22,-156.00,250.00,-1.21,1.96,-0.52,"17,508.00","10,500.00"
24,BOKD86,44.66,983.00,985.00,983.00,985.00,985.00,0.00,0.00,983.75,80.00,985.00,"78,700.00",2,0.00,2.00,0.00,0.20,0.13,"1,002.00",772.00
25,BPCL,43.69,296.10,296.10,289.20,289.90,289.90,0.00,0.00,290.38,"9,741.00",290.30,"2,828,587.30",103,-0.40,6.90,-0.14,2.39,-0.17,365.00,284.40
26,C30MF,46.43,8.70,8.72,8.70,8.72,8.72,0.00,0.00,8.72,"2,400.00",8.82,"20,920.00",3,-0.10,0.02,-1.13,0.23,0.04,10.00,7.61
27,CBBL,62.74,847.10,863.00,840.10,850.00,850.00,0.00,0.00,857.75,"22,825.00",847.00,"19,578,079.30",258,3.00,22.90,0.35,2.73,-0.91,"1,052.50",800.00
28,CCBD88,45.58,"1,070.00","1,070.00","1,070.00","1,070.00","1,070.00",0.00,0.00,"1,070.00",25.00,"1,080.00","26,750.00",1,-10.00,0.00,-0.93,0.00,0.00,"1,095.00",869.00
