S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,545.00,555.00,540.00,550.00,550.00,0.00,0.00,547.27,"3,030.00",545.00,"1,658,237.00",37,5.00,15.00,0.00,2.78,0.50,0.00,0.00
2,AHPC,-,265.00,270.00,260.00,270.00,270.00,0.00,0.00,265.47,"4,261.00",265.00,"1,131,151.00",21,5.00,10.00,0.00,3.85,1.68,0.00,0.00
3,ALDBL,-,370.00,363.00,363.00,363.00,363.00,0.00,0.00,363.00,50.00,370.00,"18,150.00",1,-7.00,0.00,0.00,0.00,0.00,0.00,0.00
4,ALICL,-,"1,475.00","1,519.00","1,472.00","1,500.00","1,500.00",0.00,0.00,"1,495.86","9,130.00","1,475.00","13,657,173.00",45,25.00,47.00,0.00,3.19,0.28,0.00,0.00
5,API,-,509.00,510.00,492.00,509.00,509.00,0.00,0.00,498.66,"1,515.00",509.00,"755,473.00",26,0.00,18.00,0.00,3.66,2.03,0.00,0.00
6,ARUN,-,210.00,231.00,210.00,231.00,231.00,0.00,0.00,224.36,"15,550.00",210.00,"3,488,770.00",116,21.00,21.00,0.00,10.00,2.88,0.00,0.00
7,BARUN,-,314.00,308.00,297.00,297.00,297.00,0.00,0.00,303.17,230.00,314.00,"69,730.00",23,-17.00,11.00,0.00,3.70,-2.08,0.00,0.00
8,BOKL,-,653.00,670.00,647.00,660.00,660.00,0.00,0.00,655.23,"38,914.00",653.00,"25,497,642.00",197,7.00,23.00,0.00,3.55,0.72,0.00,0.00
9,BPCL,-,603.00,591.00,575.00,577.00,577.00,0.00,0.00,581.46,"2,910.00",603.00,"1,692,060.00",8,-26.00,16.00,0.00,2.78,-0.77,0.00,0.00
10,CBBL,-,"1,755.00","1,790.00","1,755.00","1,770.00","1,770.00",0.00,0.00,"1,769.43","2,789.00","1,755.00","4,934,933.00",26,15.00,35.00,0.00,1.99,0.03,0.00,0.00
11,CBL,-,263.00,268.00,258.00,265.00,265.00,0.00,0.00,264.67,"12,670.00",263.00,"3,353,427.00",82,2.00,10.00,0.00,3.88,0.12,0.00,0.00
12,CBLPO,-,135.00,135.00,135.00,135.00,135.00,0.00,0.00,135.00,"13,664.00",135.00,"1,844,640.00",3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
