S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,43.55,515.00,520.00,505.00,520.00,520.00,0.00,0.00,512.33,689.00,525.00,"352,996.20",22,-5.00,15.00,-0.95,2.97,1.47,906.70,502.20
2,ADBL,34.81,239.60,239.90,235.00,239.00,239.00,0.00,0.00,238.23,"12,618.00",239.60,"3,005,996.90",130,-0.60,4.90,-0.25,2.09,0.32,355.80,224.00
3,ADBLD83,37.30,980.00,980.00,980.00,980.00,980.00,0.00,0.00,980.00,25.00,980.30,"24,500.00",1,-0.30,0.00,-0.03,0.00,0.00,"1,144.00",865.10
4,AHL,35.54,309.00,309.00,297.30,306.00,306.00,0.00,0.00,300.28,"9,440.00",306.00,"2,834,627.00",55,0.00,11.70,0.00,3.94,1.87,480.90,273.10
5,AHPC,35.89,208.00,208.00,200.00,202.00,202.00,0.00,0.00,202.14,"14,538.00",208.00,"2,938,727.00",86,-6.00,8.00,-2.88,4.00,-0.07,364.00,190.00
6,AKJCL,37.05,147.00,149.40,144.00,144.00,144.00,0.00,0.00,145.98,"8,302.00",148.10,"1,211,925.40",59,-4.10,5.40,-2.77,3.75,-1.37,262.00,144.00
7,AKPL,34.41,169.00,169.00,160.00,160.30,160.30,0.00,0.00,161.34,"27,612.00",165.90,"4,454,907.20",196,-5.60,9.00,-3.38,5.63,-0.65,460.90,152.40
8,ALBSL,26.95,625.80,625.80,590.10,614.00,614.00,0.00,0.00,604.35,"2,422.00",638.50,"1,463,747.40",89,-24.50,35.70,-3.84,6.05,1.57,"1,158.90",590.10
9,ALICL,38.25,596.00,597.00,588.00,590.00,590.00,0.00,0.00,591.08,"10,611.00",603.00,"6,271,898.70",74,-13.00,9.00,-2.16,1.53,-0.18,812.00,477.20
10,ANLB,40.36,"1,780.00","1,780.00","1,709.60","1,715.00","1,715.00",0.00,0.00,"1,757.62",725.00,"1,750.00","1,274,273.00",37,-35.00,70.40,-2.00,4.12,-2.49,"2,651.00",403.80
11,API,35.15,163.00,163.00,156.20,157.00,157.00,0.00,0.00,157.47,"62,446.00",160.30,"9,833,539.40",376,-3.30,6.80,-2.06,4.35,-0.30,315.00,156.20
12,AVYAN,38.92,574.00,590.00,555.00,570.00,570.00,0.00,0.00,564.62,"1,330.00",585.00,"750,949.00",56,-15.00,35.00,-2.56,6.31,0.94,837.50,549.00
13,BARUN,36.26,198.50,198.50,194.00,195.00,195.00,0.00,0.00,195.42,"6,055.00",199.00,"1,183,261.10",37,-4.00,4.50,-2.01,2.32,-0.21,300.00,190.30
14,BBC,29.10,"3,508.40","3,525.00","3,508.40","3,520.00","3,520.00",0.00,0.00,"3,514.78",49.00,"3,580.00","172,224.00",4,-60.00,16.60,-1.68,0.47,0.15,"4,539.00","3,050.00"
15,BEDC,37.75,192.00,195.00,184.10,191.90,191.90,0.00,0.00,188.83,"10,250.00",195.50,"1,935,557.20",146,-3.60,10.90,-1.84,5.92,1.60,326.30,170.00
16,BFC,34.29,290.00,290.00,284.00,284.00,284.00,0.00,0.00,286.25,"3,407.00",294.00,"975,245.60",40,-10.00,6.00,-3.40,2.11,-0.79,406.00,284.00
17,BGWT,41.85,382.00,384.00,376.10,382.00,382.00,0.00,0.00,380.11,"10,370.00",389.00,"3,941,785.20",228,-7.00,7.90,-1.80,2.10,0.49,436.90,352.00
18,BHDC,41.05,322.50,328.00,305.00,327.90,327.90,0.00,0.00,318.82,420.00,329.00,"133,903.00",42,-1.10,23.00,-0.33,7.54,2.77,468.90,286.50
19,BHL,34.83,196.00,200.90,195.00,197.00,197.00,0.00,0.00,198.28,"1,315.00",196.00,"260,734.00",61,1.00,5.90,0.51,3.03,-0.65,394.70,192.70
20,BHPL,42.30,390.00,420.00,374.60,383.00,383.00,0.00,0.00,397.94,"6,329.00",397.00,"2,518,558.00",60,-14.00,45.40,-3.53,12.12,-3.90,677.20,194.30
21,BNHC,31.71,295.00,309.00,288.10,288.10,288.10,0.00,0.00,292.04,"1,308.00",300.10,"381,987.00",24,-12.00,20.90,-4.00,7.25,-1.37,484.70,270.10
22,BNT,27.52,"12,500.00","12,500.00","12,260.00","12,260.00","12,260.00",0.00,0.00,"12,393.60",75.00,"12,650.00","929,520.00",6,-390.00,240.00,-3.08,1.96,-1.09,"16,200.00","11,152.00"
23,BPCL,32.45,295.00,298.00,292.10,294.00,294.00,0.00,0.00,294.43,"3,333.00",295.30,"981,330.80",48,-1.30,5.90,-0.44,2.02,-0.15,368.50,292.10
24,BPW,51.42,943.00,"1,013.00",943.00,994.00,994.00,0.00,0.00,992.04,"2,634.00",925.00,"2,613,020.50",93,69.00,70.00,7.46,7.42,0.20,"1,710.00",233.10
