S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,42.11,721.00,747.00,721.00,740.00,740.00,0.00,0.00,731.63,"2,153.00",734.00,"1,575,196.00",146,6.00,26.00,0.82,3.61,1.13,813.00,450.00
2,ADBL,49.70,438.00,438.00,430.00,436.00,436.00,0.00,0.00,433.82,"38,716.00",434.00,"16,795,793.00",177,2.00,8.00,0.46,1.86,0.50,475.00,313.00
3,AHPC,59.79,163.00,180.00,159.00,180.00,180.00,0.00,0.00,172.09,"325,832.00",164.00,"56,071,059.00",674,16.00,21.00,9.76,13.21,4.40,186.00,88.00
4,AIL,42.36,508.00,520.00,508.00,516.00,516.00,0.00,0.00,514.72,"10,739.00",514.00,"5,527,558.00",739,2.00,12.00,0.39,2.36,0.25,580.00,291.00
5,AKJCL,53.72,80.00,88.00,74.00,88.00,88.00,0.00,0.00,81.23,"14,401.00",81.00,"1,169,843.00",165,7.00,14.00,8.64,18.92,7.69,99.00,46.40
6,AKPL,53.45,190.00,201.00,184.00,200.00,200.00,0.00,0.00,195.60,"181,706.00",190.00,"35,541,323.00",501,10.00,17.00,5.26,9.24,2.20,211.00,100.00
7,ALBSL,44.85,868.00,875.00,843.00,867.00,867.00,0.00,0.00,849.38,"5,155.00",868.00,"4,378,540.00",140,-1.00,32.00,-0.12,3.80,2.03,995.00,373.00
8,ALICL,41.49,730.00,744.00,723.00,737.00,737.00,0.00,0.00,736.10,"16,664.00",737.00,"12,266,442.00",90,0.00,21.00,0.00,2.90,0.12,788.00,304.00
9,API,54.14,158.00,165.00,153.00,164.00,164.00,0.00,0.00,160.10,"119,816.00",156.00,"19,182,226.00",385,8.00,12.00,5.13,7.84,2.38,175.00,100.00
10,BARUN,56.09,133.00,138.00,130.00,136.00,136.00,0.00,0.00,134.03,"55,118.00",135.00,"7,387,383.00",203,1.00,8.00,0.74,6.15,1.45,149.00,76.00
11,BBC,46.96,"1,633.00","1,640.00","1,633.00","1,640.00","1,640.00",0.00,0.00,"1,637.33",30.00,"1,666.00","49,120.00",3,-26.00,7.00,-1.56,0.43,0.16,"2,289.00","1,366.00"
12,BFC,54.68,113.00,121.00,111.00,121.00,121.00,0.00,0.00,119.09,"16,296.00",118.00,"1,940,676.00",77,3.00,10.00,2.54,9.01,1.58,132.00,81.00
13,BOKL,55.66,258.00,266.00,255.00,262.00,262.00,0.00,0.00,260.21,"99,383.00",257.00,"25,860,305.00",252,5.00,11.00,1.95,4.31,0.68,296.00,196.00
14,BPCL,45.16,397.00,403.00,395.00,401.00,401.00,0.00,0.00,400.46,"26,635.00",397.00,"10,666,133.00",172,4.00,8.00,1.01,2.03,0.14,430.00,300.00
15,CBBL,51.61,"1,119.00","1,125.00","1,107.00","1,124.00","1,124.00",0.00,0.00,"1,118.18","6,780.00","1,118.00","7,581,268.00",78,6.00,18.00,0.54,1.63,0.52,"1,343.00",540.49
16,CBL,60.10,163.00,163.00,153.00,157.00,157.00,0.00,0.00,155.12,"126,117.00",156.00,"19,563,894.00",258,1.00,10.00,0.64,6.54,1.19,167.00,125.00
17,CCBL,47.90,171.00,183.00,171.00,182.00,182.00,0.00,0.00,180.15,"43,291.00",180.00,"7,798,661.00",240,2.00,12.00,1.11,7.02,1.02,210.00,136.00
18,CFCL,52.22,137.00,142.00,133.00,142.00,142.00,0.00,0.00,138.48,"7,716.00",137.00,"1,068,493.00",52,5.00,9.00,3.65,6.77,2.48,163.00,105.00
19,CHCL,54.00,512.00,512.00,489.00,510.00,510.00,0.00,0.00,503.26,"46,465.00",502.00,"23,384,085.00",209,8.00,23.00,1.59,4.70,1.32,535.00,325.00
20,CHL,55.13,118.00,129.00,116.00,128.00,128.00,0.00,0.00,122.76,"12,855.00",119.00,"1,578,133.00",93,9.00,13.00,7.56,11.21,4.09,145.00,77.00
21,CIT,44.90,"3,430.00","3,443.00","3,405.00","3,440.00","3,440.00",0.00,0.00,"3,425.93","3,850.00","3,420.00","13,189,816.00",106,20.00,38.00,0.58,1.12,0.41,"3,704.00","1,678.00"
22,CLBSL,41.01,702.00,740.00,690.00,710.00,710.00,0.00,0.00,712.58,547.00,715.00,"389,779.00",28,-5.00,50.00,-0.70,7.25,-0.36,"1,549.00",438.00
23,CMF1,51.70,11.18,11.32,11.18,11.32,11.32,0.00,0.00,11.27,"61,660.00",11.18,"694,685.49",35,0.14,0.14,1.25,1.25,0.47,11.77,8.47
24,CORBL,50.16,140.00,144.00,139.00,143.00,143.00,0.00,0.00,142.32,"2,777.00",140.00,"395,209.00",23,3.00,5.00,2.14,3.60,0.48,157.00,102.00
25,CZBIL,51.76,205.00,205.00,201.00,204.00,204.00,0.00,0.00,203.24,"38,028.00",204.00,"7,728,978.00",182,0.00,4.00,0.00,1.99,0.37,240.00,164.00
