S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,311.00,318.00,311.00,311.00,311.00,0.00,0.00,313.96,"21,533.00",316.00,"6,760,574.00",52,-5.00,7.00,-1.58,2.25,-0.95,382.00,290.00
2,AHPC,-,106.00,106.00,102.00,103.00,103.00,0.00,0.00,102.56,"2,908.00",104.00,"298,252.00",9,-1.00,4.00,-0.96,3.92,0.42,202.00,96.00
3,AKJCL,-,77.00,85.00,77.00,81.00,81.00,0.00,0.00,83.53,"2,105.00",78.00,"175,825.00",68,3.00,8.00,3.85,10.39,-3.12,106.00,75.00
4,AKPL,-,166.00,172.00,165.00,171.00,171.00,0.00,0.00,169.01,745.00,169.00,"125,915.00",19,2.00,7.00,1.18,4.24,1.16,349.00,146.00
5,ALBSL,-,487.00,487.00,474.00,474.00,474.00,0.00,0.00,480.09,"2,260.00",482.00,"1,085,010.00",172,-8.00,13.00,-1.66,2.74,-1.29,555.00,300.00
6,ALICL,-,431.00,431.00,404.00,404.00,404.00,0.00,0.00,414.94,"13,117.00",412.00,"5,442,801.00",65,-8.00,27.00,-1.94,6.68,-2.71,940.00,370.00
7,AMFI,-,630.00,642.00,627.00,635.00,635.00,0.00,0.00,635.00,100.00,633.00,"63,500.00",10,2.00,15.00,0.32,2.39,0.00,"1,000.00",265.00
8,API,-,135.00,135.00,130.00,134.00,134.00,0.00,0.00,132.70,"9,900.00",136.00,"1,313,755.00",47,-2.00,5.00,-1.47,3.85,0.97,400.00,120.00
9,BARUN,-,97.00,97.00,95.00,95.00,95.00,0.00,0.00,95.49,535.00,98.00,"51,085.00",8,-3.00,2.00,-3.06,2.11,-0.51,196.00,90.00
10,BHBL,-,171.00,173.00,163.00,173.00,173.00,0.00,0.00,169.98,"3,256.00",173.00,"553,450.00",13,0.00,10.00,0.00,6.13,1.75,191.00,120.00
11,BOKL,-,260.00,266.00,256.00,258.00,258.00,0.00,0.00,261.99,"60,248.00",261.00,"15,784,173.00",159,-3.00,10.00,-1.15,3.91,-1.55,368.00,231.00
