rank,symbol,company_name,close,change,change_percent
1,SNORL,Snow Rivers Limited,970.00,-87.00,-8.23
2,NABBC,Narayani Development Bank Limited,749.00,-56.00,-6.96
3,BNL,Bottlers Nepal Limited (Balaju),13829.90,-1001.10,-6.75
4,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,1004.90,-60.10,-5.64
5,NBLD85,8% Nabil Debenture 2085,1038.00,-32.00,-2.99
6,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1315.90,-40.60,-2.99
7,NICBF,NIC ASIA Balanced Fund,8.90,-0.26,-2.84
8,CBLD88,10.25% Civil Bank Debenture 2088,1200.00,-35.00,-2.83
9,RSY,Reliable Samriddhi Yojana,9.30,-0.27,-2.82
10,JFL,Janaki Finance Company Limited,282.00,-8.00,-2.76
11,TAMOR,Sanima Middle Tamor Hydropower Limited,533.00,-14.90,-2.72
12,PFL,Pokhara Finance Limited,360.00,-10.00,-2.70
13,EBLD91,7.50% Everest Bank Limited Debenture  2091,1080.00,-30.00,-2.70
14,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1452.00,-38.00,-2.55
15,JSLBB,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited,963.00,-25.00,-2.53
