rank,symbol,company_name,close,change,change_percent
1,SAPDBL,Saptakoshi Development Bank Limited,831.10,-128.90,-13.43
2,KBLD86,10.25% Kumari Bank Debenture 2086,1180.00,-86.50,-6.83
3,GWFD83,12% Goodwill Finance Limited Debenture 2083,1030.20,-59.50,-5.46
4,SIPD,Shikhar Power Development Limited,660.00,-37.00,-5.31
5,RBBD2088,7% RBBL Debenture 2088,1026.70,-48.30,-4.49
6,NICBF,NIC ASIA Balanced Fund,9.02,-0.38,-4.04
7,SBD89,10.25% Sanima Debenture 2089,1200.00,-50.00,-4.00
8,CORBL,Corporate Development Bank Limited,1070.50,-44.50,-3.99
9,SAIL,Shreenagar Agritech Industries Limited,1101.00,-43.40,-3.79
10,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,1023.00,-37.00,-3.49
11,GSY,Garima Samriddhi Yojana,9.59,-0.33,-3.33
12,UPCL,Universal Power Company Limited,353.00,-12.00,-3.29
13,BGWT,Bhagawati Hydropower Development Company Limited,557.00,-18.00,-3.13
14,SGHL,Sanigad Hydro Limited,513.40,-16.20,-3.06
15,KHPL,Kalinchowk Hydropower Limited,834.00,-26.00,-3.02
