rank,symbol,company_name,close,change,change_percent
1,ECL,Everest Colour Limited,1731.40,225.80,15.00
2,KKHC,Khani Khola Hydropower Company Limited,315.90,28.90,10.07
3,JOSHI,Joshi Hydropower Development Company Limited,300.00,15.00,5.26
4,H8020,Himalayan 80-20,12.24,0.54,4.62
5,CHL,Chhyangdi Hydropower Company Limited,277.80,11.80,4.44
6,MLBSL,Mahila Laghubitta Bittiya Sanstha Limited,1680.00,65.00,4.02
7,NIMBD90,10% NIMB Debenture 2090,1292.00,47.00,3.78
8,BNT,Bottlers Nepal (Terai) Limited,11330.50,330.00,3.00
9,CFCL,Central Finance Limited,676.00,16.00,2.42
10,MBLEF,MBL Equity Fund,10.25,0.24,2.40
11,NABBC,Narayani Development Bank Limited,813.20,17.80,2.24
12,TPC,Terhathum Power Company Limited,368.00,8.00,2.22
13,NHPC,National Hydro Power Company Limited,279.00,5.80,2.12
14,DHPL,Dibyashwari Hydropower Company Limited,295.00,6.00,2.08
15,HPPL,Himalayan Power Partner Limited,384.80,7.80,2.07
