S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,204.00,212.00,207.00,212.00,212.00,0.00,0.00,207.29,"5,579.00",204.00,"1,156,467.00",5,8.00,5.00,0.00,2.42,2.22,0.00,0.00
2,ADBL,-,446.00,490.00,444.00,490.00,490.00,0.00,0.00,471.12,"20,965.00",446.00,"9,876,974.00",92,44.00,46.00,0.00,10.36,3.85,0.00,0.00
3,AHPC,-,530.00,551.00,539.00,542.00,542.00,0.00,0.00,543.85,"21,023.00",530.00,"11,433,272.00",25,12.00,12.00,0.00,2.23,-0.34,0.00,0.00
4,AIC,-,393.00,400.00,395.00,400.00,400.00,0.00,0.00,397.27,"1,834.00",393.00,"728,600.00",2,7.00,5.00,0.00,1.27,0.68,0.00,0.00
5,ALDBL,-,136.00,138.00,138.00,138.00,138.00,0.00,0.00,138.00,90.00,136.00,"12,420.00",4,2.00,0.00,0.00,0.00,0.00,0.00,0.00
6,ALICL,-,672.00,698.00,681.00,690.00,690.00,0.00,0.00,690.87,"3,546.00",672.00,"2,449,808.00",5,18.00,17.00,0.00,2.50,-0.13,0.00,0.00
7,ARDBL,-,136.00,148.00,138.00,148.00,148.00,0.00,0.00,142.07,420.00,136.00,"59,670.00",12,12.00,10.00,0.00,7.25,4.01,0.00,0.00
8,BOK,-,620.00,682.00,630.00,675.00,675.00,0.00,0.00,674.71,"24,352.00",620.00,"16,430,624.00",75,55.00,52.00,0.00,8.25,0.04,0.00,0.00
9,BPCL,-,"1,081.00","1,146.00","1,102.00","1,146.00","1,146.00",0.00,0.00,"1,137.44",455.00,"1,081.00","517,536.00",3,65.00,44.00,0.00,3.99,0.75,0.00,0.00
10,BSBL,-,245.00,245.00,245.00,245.00,245.00,0.00,0.00,245.00,52.00,245.00,"12,740.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,BUDBL,-,137.00,141.00,139.00,141.00,141.00,0.00,0.00,139.94,"1,236.00",137.00,"172,964.00",2,4.00,2.00,0.00,1.44,0.75,0.00,0.00
12,CBBL,-,687.00,700.00,700.00,700.00,700.00,0.00,0.00,700.00,78.00,687.00,"54,600.00",1,13.00,0.00,0.00,0.00,0.00,0.00,0.00
13,CDBL,-,244.00,249.00,244.00,249.00,249.00,0.00,0.00,245.76,889.00,244.00,"218,484.00",7,5.00,5.00,0.00,2.05,1.30,0.00,0.00
14,CEDBL,-,263.00,288.00,268.00,285.00,285.00,0.00,0.00,278.66,"3,560.00",263.00,"992,030.00",10,22.00,20.00,0.00,7.46,2.22,0.00,0.00
15,CHCL,-,"1,510.00","1,591.00","1,525.00","1,579.00","1,579.00",0.00,0.00,"1,554.09","2,136.00","1,510.00","3,319,529.00",10,69.00,66.00,0.00,4.33,1.58,0.00,0.00
16,CIT,-,"2,058.00","2,050.00","2,050.00","2,050.00","2,050.00",0.00,0.00,"2,050.00",168.00,"2,058.00","344,400.00",2,-8.00,0.00,0.00,0.00,0.00,0.00,0.00
17,CZBIL,-,433.00,476.00,440.00,476.00,476.00,0.00,0.00,468.61,"6,728.00",433.00,"3,152,805.00",27,43.00,36.00,0.00,8.18,1.55,0.00,0.00
18,DDBL,-,882.00,899.00,899.00,899.00,899.00,0.00,0.00,899.00,100.00,882.00,"89,900.00",1,17.00,0.00,0.00,0.00,0.00,0.00,0.00
19,EBL,-,"2,015.00","2,170.00","2,055.00","2,100.00","2,100.00",0.00,0.00,"2,122.51","3,650.00","2,015.00","7,747,177.00",21,85.00,115.00,0.00,5.60,-1.07,0.00,0.00
20,EFL,-,112.00,110.00,110.00,110.00,110.00,0.00,0.00,110.00,500.00,112.00,"55,000.00",1,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
21,FFCL,-,260.00,265.00,265.00,265.00,265.00,0.00,0.00,265.00,934.00,260.00,"247,510.00",1,5.00,0.00,0.00,0.00,0.00,0.00,0.00
22,GBBL,-,262.00,267.00,266.00,267.00,267.00,0.00,0.00,266.31,722.00,262.00,"192,274.00",6,5.00,1.00,0.00,0.38,0.26,0.00,0.00
23,GDBL,-,150.00,156.00,153.00,156.00,156.00,0.00,0.00,155.00,30.00,150.00,"4,650.00",3,6.00,3.00,0.00,1.96,0.64,0.00,0.00
24,GLICL,-,351.00,372.00,358.00,372.00,372.00,0.00,0.00,368.17,"2,340.00",351.00,"861,510.00",8,21.00,14.00,0.00,3.91,1.03,0.00,0.00
25,GRAND,-,297.00,326.00,302.00,326.00,326.00,0.00,0.00,324.62,"19,026.00",297.00,"6,176,312.00",41,29.00,24.00,0.00,7.95,0.42,0.00,0.00
26,GSDBL,-,142.00,144.00,140.00,144.00,144.00,0.00,0.00,143.07,"2,906.00",142.00,"415,774.00",8,2.00,4.00,0.00,2.86,0.64,0.00,0.00
27,HBL,-,840.00,904.00,856.00,900.00,900.00,0.00,0.00,870.08,"1,863.00",840.00,"1,620,961.00",11,60.00,48.00,0.00,5.61,3.32,0.00,0.00
28,HGI,-,540.00,561.00,540.00,550.00,550.00,0.00,0.00,546.39,"5,090.00",540.00,"2,781,150.00",5,10.00,21.00,0.00,3.89,0.66,0.00,0.00
29,ICFC,-,224.00,228.00,228.00,228.00,228.00,0.00,0.00,228.00,217.00,224.00,"49,476.00",2,4.00,0.00,0.00,0.00,0.00,0.00,0.00
30,IDBL,-,102.00,106.00,104.00,104.00,104.00,0.00,0.00,104.15,"2,380.00",102.00,"247,888.00",9,2.00,2.00,0.00,1.92,-0.15,0.00,0.00
31,ILFC,-,193.00,205.00,195.00,200.00,200.00,0.00,0.00,198.96,"5,960.00",193.00,"1,185,780.00",7,7.00,10.00,0.00,5.13,0.52,0.00,0.00
32,INDBL,-,97.00,99.00,98.00,99.00,99.00,0.00,0.00,98.70,802.00,97.00,"79,160.00",6,2.00,1.00,0.00,1.02,0.30,0.00,0.00
33,JBBL,-,120.00,128.00,122.00,128.00,128.00,0.00,0.00,126.79,"3,650.00",120.00,"462,780.00",14,8.00,6.00,0.00,4.92,0.95,0.00,0.00
34,JBNL,-,272.00,299.00,277.00,299.00,299.00,0.00,0.00,297.99,"14,595.00",272.00,"4,349,116.00",20,27.00,22.00,0.00,7.94,0.34,0.00,0.00
35,JFL,-,232.00,232.00,228.00,228.00,228.00,0.00,0.00,229.58,240.00,232.00,"55,100.00",2,-4.00,4.00,0.00,1.75,-0.69,0.00,0.00
36,KAFIL,-,136.00,135.00,135.00,135.00,135.00,0.00,0.00,135.00,23.00,136.00,"3,105.00",1,-1.00,0.00,0.00,0.00,0.00,0.00,0.00
37,KBBL,-,238.00,261.00,242.00,261.00,261.00,0.00,0.00,255.44,"5,966.00",238.00,"1,523,955.00",6,23.00,19.00,0.00,7.85,2.13,0.00,0.00
38,KBL,-,495.00,544.00,504.00,543.00,543.00,0.00,0.00,530.73,"20,493.00",495.00,"10,876,230.00",38,48.00,40.00,0.00,7.94,2.26,0.00,0.00
39,KDBL,-,90.00,91.00,91.00,91.00,91.00,0.00,0.00,91.00,172.00,90.00,"15,652.00",6,1.00,0.00,0.00,0.00,0.00,0.00,0.00
40,KIST,-,218.00,239.00,222.00,239.00,239.00,0.00,0.00,238.20,"20,950.00",218.00,"4,990,300.00",25,21.00,17.00,0.00,7.66,0.33,0.00,0.00
41,KMBL,-,224.00,232.00,228.00,232.00,232.00,0.00,0.00,228.52,"3,450.00",224.00,"788,400.00",2,8.00,4.00,0.00,1.75,1.50,0.00,0.00
42,KNBL,-,90.00,91.00,91.00,91.00,91.00,0.00,0.00,91.00,54.00,90.00,"4,914.00",1,1.00,0.00,0.00,0.00,0.00,0.00,0.00
43,LBL,-,492.00,541.00,500.00,541.00,541.00,0.00,0.00,520.55,"25,751.00",492.00,"13,404,618.00",35,49.00,41.00,0.00,8.20,3.78,0.00,0.00
44,LGIL,-,304.00,316.00,310.00,316.00,316.00,0.00,0.00,314.54,148.00,304.00,"46,552.00",3,12.00,6.00,0.00,1.94,0.46,0.00,0.00
45,LICN,-,"1,980.00","2,050.00","2,019.00","2,050.00","2,050.00",0.00,0.00,"2,024.33","1,500.00","1,980.00","3,036,500.00",5,70.00,31.00,0.00,1.54,1.25,0.00,0.00
46,MBL,-,395.00,434.00,402.00,434.00,434.00,0.00,0.00,429.07,"17,200.00",395.00,"7,380,025.00",21,39.00,32.00,0.00,7.96,1.14,0.00,0.00
47,MDB,-,178.00,181.00,181.00,181.00,181.00,0.00,0.00,181.00,48.00,178.00,"8,688.00",1,3.00,0.00,0.00,0.00,0.00,0.00,0.00
48,MDBL,-,150.00,153.00,153.00,153.00,153.00,0.00,0.00,153.00,341.00,150.00,"52,173.00",2,3.00,0.00,0.00,0.00,0.00,0.00,0.00
49,MEGA,-,387.00,425.00,390.00,425.00,425.00,0.00,0.00,411.64,"4,060.00",387.00,"1,671,270.00",21,38.00,35.00,0.00,8.97,3.14,0.00,0.00
50,MNBBL,-,420.00,436.00,424.00,436.00,436.00,0.00,0.00,430.44,870.00,420.00,"374,480.00",6,16.00,12.00,0.00,2.83,1.28,0.00,0.00
51,NABIL,-,"2,300.00","2,386.00","2,310.00","2,386.00","2,386.00",0.00,0.00,"2,352.34",716.00,"2,300.00","1,684,278.00",4,86.00,76.00,0.00,3.29,1.41,0.00,0.00
52,NABILP,-,"1,330.00","1,383.00","1,356.00","1,380.00","1,380.00",0.00,0.00,"1,379.18","1,140.00","1,330.00","1,572,270.00",5,50.00,27.00,0.00,1.99,0.06,0.00,0.00
53,NBB,-,563.00,619.00,574.00,619.00,619.00,0.00,0.00,617.42,"75,001.00",563.00,"46,307,412.00",82,56.00,45.00,0.00,7.84,0.25,0.00,0.00
54,NBF1,-,11.00,12.00,11.00,12.00,12.00,0.00,0.00,11.53,"17,148.00",11.00,"197,678.00",7,1.00,1.00,0.00,9.09,3.94,0.00,0.00
55,NBIL,-,77.00,78.00,78.00,78.00,78.00,0.00,0.00,78.00,160.00,77.00,"12,480.00",2,1.00,0.00,0.00,0.00,0.00,0.00,0.00
56,NBL,-,302.00,332.00,302.00,332.00,332.00,0.00,0.00,327.08,"112,400.00",302.00,"36,764,092.00",78,30.00,30.00,0.00,9.93,1.48,0.00,0.00
57,NCCB,-,434.00,477.00,442.00,477.00,477.00,0.00,0.00,470.42,"48,825.00",434.00,"22,968,472.00",69,43.00,35.00,0.00,7.92,1.38,0.00,0.00
58,NCM,-,170.00,173.00,173.00,173.00,173.00,0.00,0.00,173.00,210.00,170.00,"36,330.00",1,3.00,0.00,0.00,0.00,0.00,0.00,0.00
59,NDEP,-,124.00,128.00,126.00,128.00,128.00,0.00,0.00,127.24,837.00,124.00,"106,498.00",3,4.00,2.00,0.00,1.59,0.60,0.00,0.00
60,NHPC,-,88.00,93.00,89.00,93.00,93.00,0.00,0.00,91.75,"5,210.00",88.00,"478,010.00",8,5.00,4.00,0.00,4.49,1.35,0.00,0.00
61,NIB,-,897.00,971.00,914.00,971.00,971.00,0.00,0.00,949.92,"3,982.00",897.00,"3,782,589.00",14,74.00,57.00,0.00,6.24,2.17,0.00,0.00
62,NICA,-,742.00,816.00,756.00,816.00,816.00,0.00,0.00,809.03,"36,619.00",742.00,"29,625,752.00",84,74.00,60.00,0.00,7.94,0.85,0.00,0.00
63,NLG,-,751.00,760.00,735.00,735.00,735.00,0.00,0.00,749.95,"10,388.00",751.00,"7,790,477.00",11,-16.00,25.00,0.00,3.40,-2.03,0.00,0.00
64,NLIC,-,"3,090.00","3,130.00","3,060.00","3,130.00","3,130.00",0.00,0.00,"3,105.79",765.00,"3,090.00","2,375,930.00",10,40.00,70.00,0.00,2.29,0.77,0.00,0.00
65,NLICL,-,"1,522.00","1,582.00","1,520.00","1,550.00","1,550.00",0.00,0.00,"1,555.37","3,552.00","1,522.00","5,524,673.00",11,28.00,62.00,0.00,4.08,-0.35,0.00,0.00
66,NMB,-,397.00,432.00,398.00,432.00,432.00,0.00,0.00,411.00,"4,553.00",397.00,"1,871,304.00",12,35.00,34.00,0.00,8.54,4.86,0.00,0.00
67,NTC,-,652.00,678.00,640.00,670.00,670.00,0.00,0.00,654.95,"8,020.00",652.00,"5,252,700.00",17,18.00,38.00,0.00,5.94,2.25,0.00,0.00
68,NUBL,-,786.00,850.00,801.00,850.00,850.00,0.00,0.00,846.78,"4,575.00",786.00,"3,874,029.00",8,64.00,49.00,0.00,6.12,0.38,0.00,0.00
69,PCBL,-,500.00,550.00,510.00,550.00,550.00,0.00,0.00,542.32,"10,690.00",500.00,"5,797,439.00",28,50.00,40.00,0.00,7.84,1.40,0.00,0.00
70,PICL,-,385.00,392.00,392.00,392.00,392.00,0.00,0.00,392.00,250.00,385.00,"98,000.00",1,7.00,0.00,0.00,0.00,0.00,0.00,0.00
