S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,-,178.00,175.00,161.00,161.00,161.00,0.00,0.00,167.38,80.00,178.00,"13,390.00",6,-17.00,14.00,0.00,8.70,-3.96,0.00,0.00,
2,ADBL,-,127.00,127.00,125.00,125.00,125.00,0.00,0.00,125.73,"1,650.00",127.00,"207,460.00",22,-2.00,2.00,0.00,1.60,-0.59,0.00,0.00
3,AHPC,-,417.00,425.00,417.00,417.00,417.00,0.00,0.00,418.08,147.00,417.00,"61,458.00",3,0.00,8.00,0.00,1.92,-0.26,0.00,0.00
4,ALDBL,-,118.00,120.00,120.00,120.00,120.00,0.00,0.00,120.00,170.00,118.00,"20,400.00",14,2.00,0.00,0.00,0.00,0.00,0.00,0.00
5,ALICL,-,196.00,214.00,199.00,214.00,214.00,0.00,0.00,206.61,560.00,196.00,"115,700.00",17,18.00,15.00,0.00,7.54,3.45,0.00,0.00
6,BLDBL,-,148.00,146.00,146.00,146.00,146.00,0.00,0.00,146.00,34.00,148.00,"4,964.00",1,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
7,BOAN,-,177.00,177.00,177.00,177.00,177.00,0.00,0.00,177.00,30.00,177.00,"5,310.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,BOK,-,521.00,521.00,516.00,516.00,516.00,0.00,0.00,518.17,883.00,521.00,"457,547.00",14,-5.00,5.00,0.00,0.97,-0.42,0.00,0.00
9,BSBL,-,118.00,121.00,116.00,119.00,119.00,0.00,0.00,119.05,870.00,118.00,"103,570.00",24,1.00,5.00,0.00,4.31,-0.04,0.00,0.00
10,CDBL,-,185.00,187.00,184.00,184.00,184.00,0.00,0.00,186.06,320.00,185.00,"59,540.00",19,-1.00,3.00,0.00,1.63,-1.12,0.00,0.00
11,CEDBL,-,187.00,186.00,183.00,183.00,183.00,0.00,0.00,183.36,600.00,187.00,"110,014.00",4,-4.00,3.00,0.00,1.64,-0.19,0.00,0.00
12,CFCL,-,217.00,220.00,220.00,220.00,220.00,0.00,0.00,220.00,10.00,217.00,"2,200.00",1,3.00,0.00,0.00,0.00,0.00,0.00,0.00
13,CFL,-,179.00,177.00,177.00,177.00,177.00,0.00,0.00,177.00,110.00,179.00,"19,470.00",4,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
14,CHCL,-,930.00,927.00,920.00,927.00,927.00,0.00,0.00,923.05,870.00,930.00,"803,050.00",5,-3.00,7.00,0.00,0.76,0.43,0.00,0.00
15,CIT,-,587.00,598.00,598.00,598.00,598.00,0.00,0.00,598.00,25.00,587.00,"14,950.00",1,11.00,0.00,0.00,0.00,0.00,0.00,0.00
16,CZBIL,-,196.00,199.00,193.00,193.00,193.00,0.00,0.00,197.44,270.00,196.00,"53,310.00",5,-3.00,6.00,0.00,3.11,-2.30,0.00,0.00
17,DCBL,-,168.00,165.00,162.00,162.00,162.00,0.00,0.00,163.81,252.00,168.00,"41,280.00",3,-6.00,3.00,0.00,1.85,-1.12,0.00,0.00
18,DIYALO,-,107.00,107.00,107.00,107.00,107.00,0.00,0.00,107.00,20.00,107.00,"2,140.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,EBL,-,"1,121.00","1,099.00","1,009.00","1,010.00","1,010.00",0.00,0.00,"1,020.35",234.00,"1,121.00","238,763.00",9,-111.00,90.00,0.00,8.92,-1.03,0.00,0.00
