S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,AHPC,-,464.00,460.00,450.00,451.00,451.00,0.00,0.00,0.00,"1,512.00",464.00,0.00,0,0.00,10.00,0.00,2.22,100.00,0.00,0.00
2,ALICL,-,242.00,242.00,232.00,238.00,238.00,0.00,0.00,0.00,"1,090.00",242.00,0.00,0,0.00,10.00,0.00,4.31,100.00,0.00,0.00
3,BPCL,-,902.00,938.00,920.00,938.00,938.00,0.00,0.00,0.00,104.00,902.00,0.00,0,0.00,18.00,0.00,1.96,100.00,0.00,0.00
4,CHCL,-,933.00,915.00,910.00,910.00,910.00,0.00,0.00,0.00,"2,050.00",933.00,0.00,0,0.00,5.00,0.00,0.55,100.00,0.00,0.00
5,CZBIL,-,509.00,505.00,490.00,501.00,501.00,0.00,0.00,0.00,"1,620.00",509.00,0.00,0,0.00,15.00,0.00,3.06,100.00,0.00,0.00
