S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,52.88,"1,457.00","1,457.00","1,410.00","1,448.00","1,448.00",0.00,0.00,"1,425.74","1,391.00","1,485.00","1,983,202.10",42,-37.00,47.00,-2.49,3.33,1.54,"1,938.00",752.00
2,ADBL,50.21,509.00,510.90,500.00,509.00,509.00,0.00,0.00,505.43,"26,076.00",509.50,"13,179,497.60",250,-0.50,10.90,-0.10,2.18,0.70,620.00,398.00
3,AHPC,42.21,433.30,439.00,400.00,405.00,405.00,0.00,0.00,408.04,"183,755.00",424.90,"74,980,133.60",844,-19.90,39.00,-4.68,9.75,-0.75,785.00,194.00
4,AIL,48.42,725.00,725.00,705.00,710.00,710.00,0.00,0.00,709.22,"1,860.00",712.10,"1,319,153.00",56,-2.10,20.00,-0.29,2.84,0.11,"1,125.00",500.00
5,AKJCL,45.61,308.00,311.00,298.00,308.00,308.00,0.00,0.00,303.87,"4,904.00",308.00,"1,490,180.00",55,0.00,13.00,0.00,4.36,1.34,502.00,107.00
6,AKPL,45.76,474.00,482.70,466.10,476.00,476.00,0.00,0.00,473.87,"66,133.00",482.00,"31,338,410.50",466,-6.00,16.60,-1.24,3.56,0.45,882.40,229.00
7,ALBSL,54.53,"1,754.40","1,755.00","1,717.00","1,719.00","1,719.00",0.00,0.00,"1,734.74","3,689.00","1,720.00","6,399,440.30",66,-1.00,38.00,-0.06,2.21,-0.92,"2,101.20",788.00
8,ALICL,50.60,"1,180.00","1,192.00","1,165.00","1,192.00","1,192.00",0.00,0.00,"1,173.43","10,288.00","1,190.00","12,072,244.50",56,2.00,27.00,0.17,2.32,1.56,"1,565.00",705.00
9,API,42.03,431.00,433.00,420.20,429.00,429.00,0.00,0.00,426.23,"116,592.00",435.00,"49,695,519.00",622,-6.00,12.80,-1.38,3.05,0.64,670.00,186.00
10,BARUN,42.49,416.00,416.00,400.00,404.00,404.00,0.00,0.00,404.26,"12,876.00",415.00,"5,205,219.20",122,-11.00,16.00,-2.65,4.00,-0.06,763.40,167.00
11,BBC,52.47,"5,450.00","5,450.00","5,250.00","5,330.00","5,330.00",0.00,0.00,"5,305.05",477.00,"5,488.00","2,530,510.00",22,-158.00,200.00,-2.88,3.81,0.47,"8,208.00","1,640.00"
12,BFC,46.16,432.20,433.00,416.00,428.00,428.00,0.00,0.00,424.90,"16,182.00",432.20,"6,875,706.80",174,-4.20,17.00,-0.97,4.09,0.72,630.00,122.00
13,BNT,50.27,"10,450.00","10,450.00","10,450.00","10,450.00","10,450.00",0.00,0.00,"10,450.00",10.00,"10,300.00","104,500.00",1,150.00,0.00,1.46,0.00,0.00,"12,178.00","6,490.00"
