S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,347.00,350.00,345.00,345.00,345.00,0.00,0.00,347.46,"3,486.00",350.00,"1,211,240.00",35,-5.00,5.00,-1.43,1.45,-0.71,423.00,283.00
2,AHPC,-,105.00,107.00,105.00,105.00,105.00,0.00,0.00,105.76,"5,331.00",105.00,"563,825.00",11,0.00,2.00,0.00,1.90,-0.73,209.00,99.00
3,AKJCL,-,90.00,91.00,89.00,89.00,89.00,0.00,0.00,89.83,"1,120.00",91.00,"100,610.00",67,-2.00,2.00,-2.20,2.25,-0.93,106.00,86.00
4,AKPL,-,190.00,193.00,185.00,192.00,192.00,0.00,0.00,190.64,458.00,187.00,"87,315.00",20,5.00,8.00,2.67,4.32,0.71,349.00,177.00
5,ALICL,-,645.00,645.00,630.00,630.00,630.00,0.00,0.00,632.02,"3,329.00",636.00,"2,104,006.00",26,-6.00,15.00,-0.94,2.38,-0.32,"1,353.00",445.00
6,AMFI,-,725.00,736.00,723.00,725.00,725.00,0.00,0.00,725.15,330.00,736.00,"239,300.00",13,-11.00,13.00,-1.49,1.80,-0.02,"1,000.00",255.00
7,API,-,152.00,152.00,148.00,152.00,152.00,0.00,0.00,149.09,"33,108.00",154.00,"4,935,918.00",54,-2.00,4.00,-1.30,2.70,1.92,420.00,133.00
8,BARUN,-,106.00,108.00,106.00,108.00,108.00,0.00,0.00,107.97,660.00,106.00,"71,260.00",5,2.00,2.00,1.89,1.89,0.03,199.00,100.00
9,BBC,-,"1,751.00","1,751.00","1,682.00","1,749.00","1,749.00",0.00,0.00,"1,724.58","1,250.00","1,786.00","2,155,730.00",9,-37.00,69.00,-2.07,4.10,1.40,"2,050.00","1,625.00"
10,BHBL,-,138.00,138.00,138.00,138.00,138.00,0.00,0.00,138.00,900.00,137.00,"124,200.00",1,1.00,0.00,0.73,0.00,0.00,191.00,120.00
11,BNT,-,"6,600.00","6,600.00","6,600.00","6,600.00","6,600.00",0.00,0.00,"6,600.00",80.00,"6,710.00","528,000.00",1,-110.00,0.00,-1.64,0.00,0.00,"7,424.00","5,243.00"
12,BOKL,-,266.00,267.00,264.00,264.00,264.00,0.00,0.00,265.22,"10,805.00",265.00,"2,865,751.00",54,-1.00,3.00,-0.38,1.14,-0.46,409.00,250.00
13,BPCL,-,375.00,378.00,370.00,378.00,378.00,0.00,0.00,372.50,"1,831.00",375.00,"682,053.00",20,3.00,8.00,0.80,2.16,1.45,672.00,365.00
14,CBBL,-,880.00,925.00,873.00,925.00,925.00,0.00,0.00,884.09,"23,495.00",890.00,"20,771,716.00",49,35.00,52.00,3.93,5.96,4.42,"1,120.00",733.00
15,CBL,-,161.00,163.00,160.00,162.00,162.00,0.00,0.00,161.21,"8,789.00",161.00,"1,416,892.00",33,1.00,3.00,0.62,1.88,0.49,188.00,136.00
16,CCBL,-,171.00,172.00,169.00,171.00,171.00,0.00,0.00,171.09,"13,916.00",172.00,"2,380,899.00",59,-1.00,3.00,-0.58,1.78,-0.05,207.00,155.00
17,CEFL,-,135.00,135.00,133.00,133.00,133.00,0.00,0.00,133.45,490.00,133.00,"65,390.00",9,0.00,2.00,0.00,1.50,-0.34,206.00,100.00
18,CFCL,-,111.00,113.00,111.00,113.00,113.00,0.00,0.00,111.18,114.00,109.00,"12,674.00",6,4.00,2.00,3.67,1.80,1.61,143.00,107.00
19,CHCL,-,536.00,541.00,536.00,540.00,540.00,0.00,0.00,539.98,"3,441.00",541.00,"1,858,083.00",18,-1.00,5.00,-0.18,0.93,0.00,910.00,536.00
20,CHL,-,100.00,103.00,100.00,103.00,103.00,0.00,0.00,100.90,142.00,102.00,"14,328.00",7,1.00,3.00,0.98,3.00,2.04,180.00,98.00
21,CIT,-,"2,777.00","2,792.00","2,733.00","2,745.00","2,745.00",0.00,0.00,"2,754.79","8,051.00","2,811.00","22,178,844.00",173,-66.00,59.00,-2.35,2.16,-0.36,"3,600.00","1,577.00"
22,CLBSL,-,691.00,703.00,690.00,703.00,703.00,0.00,0.00,700.74,536.00,700.00,"375,594.00",6,3.00,13.00,0.43,1.88,0.32,988.00,516.00
23,CZBIL,-,217.00,218.00,215.00,218.00,218.00,0.00,0.00,215.96,"16,613.00",219.00,"3,587,723.00",50,-1.00,3.00,-0.46,1.40,0.94,300.00,207.00
24,DBBL,-,128.00,129.00,127.00,128.00,128.00,0.00,0.00,127.97,"4,659.00",128.00,"596,191.00",21,0.00,2.00,0.00,1.57,0.03,190.00,120.00
25,DDBL,-,580.00,590.00,576.00,583.00,583.00,0.00,0.00,580.78,"1,266.00",580.00,"735,270.00",17,3.00,14.00,0.52,2.43,0.38,952.00,556.00
26,DHPL,-,99.00,99.00,99.00,99.00,99.00,0.00,0.00,99.00,10.00,101.00,990.00,1,-2.00,0.00,-1.98,0.00,0.00,150.00,93.00
27,EBL,-,535.00,535.00,528.00,530.00,530.00,0.00,0.00,529.59,"7,974.00",533.00,"4,222,959.00",55,-3.00,7.00,-0.56,1.33,0.08,900.00,515.00
28,EDBL,-,273.00,280.00,273.00,280.00,280.00,0.00,0.00,277.28,643.00,270.00,"178,294.00",3,10.00,7.00,3.70,2.56,0.97,404.00,256.00
29,EIC,-,851.00,875.00,851.00,875.00,875.00,0.00,0.00,864.36,206.00,868.00,"178,058.00",3,7.00,24.00,0.81,2.82,1.22,"1,804.00",574.00
30,FMDBL,-,385.00,390.00,381.00,390.00,390.00,0.00,0.00,384.52,"2,282.00",380.00,"877,472.00",24,10.00,9.00,2.63,2.36,1.41,824.00,309.00
31,FOWAD,-,"1,550.00","1,558.00","1,531.00","1,557.00","1,557.00",0.00,0.00,"1,549.48",662.00,"1,535.00","1,025,759.00",9,22.00,27.00,1.43,1.76,0.48,"3,450.00","1,470.00"
32,GBBL,-,188.00,191.00,188.00,189.00,189.00,0.00,0.00,189.73,"4,370.00",187.00,"829,110.00",18,2.00,3.00,1.07,1.60,-0.39,223.00,169.00
33,GBIME,-,267.00,269.00,266.00,268.00,268.00,0.00,0.00,267.49,"4,500.00",267.00,"1,203,692.00",33,1.00,3.00,0.37,1.13,0.19,344.00,264.00
34,GBLBS,-,458.00,463.00,451.00,457.00,457.00,0.00,0.00,456.74,387.00,458.00,"176,757.00",10,-1.00,12.00,-0.22,2.66,0.06,684.00,388.00
35,GDBL,-,188.00,192.00,188.00,192.00,192.00,0.00,0.00,190.80,"1,410.00",188.00,"269,029.00",12,4.00,4.00,2.13,2.13,0.62,282.00,181.00
36,GFCL,-,122.00,122.00,120.00,120.00,120.00,0.00,0.00,120.67,300.00,122.00,"36,200.00",3,-2.00,2.00,-1.64,1.67,-0.56,155.00,115.00
37,GILB,-,"1,224.00","1,224.00","1,180.00","1,200.00","1,200.00",0.00,0.00,"1,198.91",129.00,"1,200.00","154,660.00",4,0.00,44.00,0.00,3.73,0.09,"1,570.00",903.00
38,GLICL,-,730.00,735.00,725.00,725.00,725.00,0.00,0.00,726.91,"1,983.00",730.00,"1,441,465.00",13,-5.00,10.00,-0.68,1.38,-0.26,"1,065.00",534.00
39,GRDBL,-,106.00,108.00,106.00,108.00,108.00,0.00,0.00,107.10,480.00,108.00,"51,410.00",8,0.00,2.00,0.00,1.89,0.83,196.00,106.00
40,GUFL,-,106.00,108.00,104.00,104.00,104.00,0.00,0.00,106.09,"6,843.00",104.00,"725,951.00",11,0.00,4.00,0.00,3.85,-2.01,146.00,98.00
