S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,127.00,125.00,125.00,125.00,125.00,0.00,0.00,125.00,"2,738.00",127.00,"342,250.00",1,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
2,ADBL,-,251.00,249.00,240.00,243.00,243.00,0.00,0.00,244.55,"3,105.00",251.00,"759,329.00",29,-8.00,9.00,0.00,3.75,-0.64,0.00,0.00
3,AHPC,-,320.00,323.00,320.00,321.00,321.00,0.00,0.00,320.53,"3,505.00",320.00,"1,123,474.00",12,1.00,3.00,0.00,0.94,0.14,0.00,0.00
4,AIC,-,251.00,256.00,251.00,252.00,252.00,0.00,0.00,252.67,129.00,251.00,"32,595.00",4,1.00,5.00,0.00,1.99,-0.27,0.00,0.00
5,ALDBL,-,100.00,100.00,98.00,100.00,100.00,0.00,0.00,99.10,100.00,100.00,"9,910.00",6,0.00,2.00,0.00,2.04,0.90,0.00,0.00
6,ALICL,-,416.00,423.00,408.00,421.00,421.00,0.00,0.00,419.25,"3,510.00",416.00,"1,471,581.00",32,5.00,15.00,0.00,3.68,0.41,0.00,0.00
7,AXIS,-,78.00,77.00,77.00,77.00,77.00,0.00,0.00,77.00,32.00,78.00,"2,464.00",2,-1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,BGDBL,-,105.00,104.00,102.00,102.00,102.00,0.00,0.00,102.13,"7,500.00",105.00,"766,000.00",3,-3.00,2.00,0.00,1.96,-0.13,0.00,0.00
9,BOK,-,546.00,555.00,539.00,539.00,539.00,0.00,0.00,544.56,"9,359.00",546.00,"5,096,530.00",51,-7.00,16.00,0.00,2.97,-1.03,0.00,0.00
10,BPCL,-,800.00,800.00,800.00,800.00,800.00,0.00,0.00,800.00,457.00,800.00,"365,600.00",3,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,BSBL,-,156.00,156.00,150.00,153.00,153.00,0.00,0.00,151.60,974.00,156.00,"147,656.00",7,-3.00,6.00,0.00,4.00,0.92,0.00,0.00
12,CBBL,-,760.00,745.00,745.00,745.00,745.00,0.00,0.00,745.00,100.00,760.00,"74,500.00",1,-15.00,0.00,0.00,0.00,0.00,0.00,0.00
13,CBL,-,141.00,143.00,138.00,142.00,142.00,0.00,0.00,139.63,"10,970.00",141.00,"1,531,687.00",36,1.00,5.00,0.00,3.62,1.67,0.00,0.00
14,CDBL,-,205.00,205.00,197.00,197.00,197.00,0.00,0.00,201.27,215.00,205.00,"43,272.00",6,-8.00,8.00,0.00,4.06,-2.17,0.00,0.00
15,CEDBL,-,160.00,157.00,157.00,157.00,157.00,0.00,0.00,157.00,554.00,160.00,"86,978.00",2,-3.00,0.00,0.00,0.00,0.00,0.00,0.00
16,CHCL,-,"1,227.00","1,310.00","1,217.00","1,290.00","1,290.00",0.00,0.00,"1,280.83","5,384.00","1,227.00","6,895,964.00",45,63.00,93.00,0.00,7.64,0.71,0.00,0.00
17,CIT,-,"1,460.00","1,468.00","1,460.00","1,468.00","1,468.00",0.00,0.00,"1,465.66",152.00,"1,460.00","222,780.00",3,8.00,8.00,0.00,0.55,0.16,0.00,0.00
18,CTBNL,-,159.00,161.00,154.00,160.00,160.00,0.00,0.00,159.07,"57,730.00",159.00,"9,182,966.00",193,1.00,7.00,0.00,4.55,0.58,0.00,0.00
19,CZBIL,-,259.00,260.00,255.00,257.00,257.00,0.00,0.00,257.19,"5,166.00",259.00,"1,328,665.00",25,-2.00,5.00,0.00,1.96,-0.08,0.00,0.00
20,DDBL,-,565.00,587.00,576.00,576.00,576.00,0.00,0.00,576.19,580.00,565.00,"334,190.00",3,11.00,11.00,0.00,1.91,-0.03,0.00,0.00
21,EBL,-,"1,670.00","1,700.00","1,681.00","1,700.00","1,700.00",0.00,0.00,"1,690.40","14,995.00","1,670.00","25,347,602.00",89,30.00,19.00,0.00,1.13,0.56,0.00,0.00
22,EBLCP,-,886.00,903.00,890.00,900.00,900.00,0.00,0.00,900.51,"1,700.00",886.00,"1,530,864.00",15,14.00,13.00,0.00,1.46,-0.06,0.00,0.00
