S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,484.00,484.00,466.00,475.00,475.00,0.00,0.00,476.59,"2,105.00",484.00,"1,003,216.00",20,-9.00,18.00,0.00,3.86,-0.33,0.00,0.00
2,AHPC,-,374.00,372.00,362.00,372.00,372.00,0.00,0.00,365.38,"1,849.00",374.00,"675,580.00",12,-2.00,10.00,0.00,2.76,1.78,0.00,0.00
3,AIC,-,399.00,405.00,395.00,395.00,395.00,0.00,0.00,401.01,495.00,399.00,"198,500.00",4,-4.00,10.00,0.00,2.53,-1.52,0.00,0.00
4,ALDBL,-,239.00,235.00,235.00,235.00,235.00,0.00,0.00,235.00,20.00,239.00,"4,700.00",1,-4.00,0.00,0.00,0.00,0.00,0.00,0.00
5,ALICL,-,"1,121.00","1,122.00","1,100.00","1,119.00","1,119.00",0.00,0.00,"1,107.98",488.00,"1,121.00","540,693.00",15,-2.00,22.00,0.00,2.00,0.99,0.00,0.00
6,APEX,-,117.00,118.00,115.00,117.00,117.00,0.00,0.00,116.31,"1,185.00",117.00,"137,825.00",14,0.00,3.00,0.00,2.61,0.59,0.00,0.00
7,ARDBL,-,142.00,150.00,140.00,147.00,147.00,0.00,0.00,145.22,374.00,142.00,"54,313.00",11,5.00,10.00,0.00,7.14,1.21,0.00,0.00
8,BHBL,-,146.00,148.00,146.00,146.00,146.00,0.00,0.00,146.07,271.00,146.00,"39,586.00",2,0.00,2.00,0.00,1.37,-0.05,0.00,0.00
9,BLDBL,-,323.00,355.00,329.00,355.00,355.00,0.00,0.00,351.19,236.00,323.00,"82,880.00",8,32.00,26.00,0.00,7.90,1.07,0.00,0.00
10,BUDBL,-,184.00,187.00,178.00,178.00,178.00,0.00,0.00,186.81,"1,175.00",184.00,"219,505.00",6,-6.00,9.00,0.00,5.06,-4.95,0.00,0.00
11,CBBL,-,"1,244.00","1,293.00","1,255.00","1,278.00","1,278.00",0.00,0.00,"1,264.76","1,424.00","1,244.00","1,801,023.00",7,34.00,38.00,0.00,3.03,1.04,0.00,0.00
12,CBL,-,278.00,278.00,266.00,273.00,273.00,0.00,0.00,270.54,"33,456.00",278.00,"9,051,031.00",88,-5.00,12.00,0.00,4.51,0.90,0.00,0.00
13,CCBL,-,285.00,286.00,279.00,285.00,285.00,0.00,0.00,283.49,"11,416.00",285.00,"3,236,366.00",205,0.00,7.00,0.00,2.51,0.53,0.00,0.00
14,CDBL,-,320.00,318.00,318.00,318.00,318.00,0.00,0.00,318.00,93.00,320.00,"29,574.00",3,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
15,CFCL,-,144.00,146.00,144.00,146.00,146.00,0.00,0.00,144.47,196.00,144.00,"28,316.00",3,2.00,2.00,0.00,1.39,1.05,0.00,0.00
16,CHCL,-,"1,690.00","1,699.00","1,657.00","1,695.00","1,695.00",0.00,0.00,"1,689.29","9,577.00","1,690.00","16,178,347.00",53,5.00,42.00,0.00,2.53,0.34,0.00,0.00
17,CIT,-,"3,044.00","3,020.00","2,980.00","3,000.00","3,000.00",0.00,0.00,"2,998.43",788.00,"3,044.00","2,362,762.00",12,-44.00,40.00,0.00,1.34,0.05,0.00,0.00
18,CNDBL,-,165.00,165.00,164.00,165.00,165.00,0.00,0.00,164.86,440.00,165.00,"72,540.00",21,0.00,1.00,0.00,0.61,0.08,0.00,0.00
19,CSDBL,-,162.00,166.00,165.00,166.00,166.00,0.00,0.00,165.50,120.00,162.00,"19,860.00",4,4.00,1.00,0.00,0.61,0.30,0.00,0.00
20,CZBIL,-,420.00,426.00,410.00,420.00,420.00,0.00,0.00,417.41,"8,557.00",420.00,"3,571,790.00",28,0.00,16.00,0.00,3.90,0.62,0.00,0.00
21,DDBL,-,975.00,"1,025.00",990.00,"1,025.00","1,025.00",0.00,0.00,999.59,"2,220.00",975.00,"2,219,100.00",12,50.00,35.00,0.00,3.54,2.48,0.00,0.00
22,EBL,-,"1,945.00","1,960.00","1,900.00","1,940.00","1,940.00",0.00,0.00,"1,931.95","11,310.00","1,945.00","21,850,368.00",67,-5.00,60.00,0.00,3.16,0.41,0.00,0.00
23,EIC,-,945.00,927.00,927.00,927.00,927.00,0.00,0.00,927.00,33.00,945.00,"30,591.00",1,-18.00,0.00,0.00,0.00,0.00,0.00,0.00
