S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,44.25,455.00,455.00,436.00,440.00,440.00,0.00,0.00,438.70,"35,458.00",439.00,"15,555,436.00",153,1.00,19.00,0.23,4.36,0.30,475.00,313.00
2,AHPC,56.09,260.00,265.00,236.00,260.00,260.00,0.00,0.00,243.72,"316,730.00",255.00,"77,192,879.00",629,5.00,29.00,1.96,12.29,6.26,282.00,88.00
3,AIL,49.66,508.00,511.00,503.00,506.00,506.00,0.00,0.00,507.41,"9,407.00",508.00,"4,773,238.00",496,-2.00,8.00,-0.39,1.59,-0.28,580.00,291.00
4,AKJCL,54.98,120.00,122.00,113.00,120.00,120.00,0.00,0.00,118.48,"22,075.00",121.00,"2,615,500.00",297,-1.00,9.00,-0.83,7.96,1.26,144.00,46.40
5,AKPL,46.54,264.00,264.00,245.00,247.00,247.00,0.00,0.00,247.74,"167,487.00",252.00,"41,493,665.00",377,-5.00,19.00,-1.98,7.76,-0.30,277.00,100.00
6,ALBSL,51.37,805.00,823.00,805.00,820.00,820.00,0.00,0.00,812.93,"2,204.00",818.00,"1,791,700.00",69,2.00,18.00,0.24,2.24,0.86,995.00,373.00
7,ALICL,51.37,725.00,725.00,720.00,722.00,722.00,0.00,0.00,721.43,"13,383.00",724.00,"9,654,841.00",74,-2.00,5.00,-0.28,0.69,0.08,788.00,305.00
8,API,52.37,205.00,216.00,201.00,209.00,209.00,0.00,0.00,207.91,"210,116.00",208.00,"43,685,257.00",625,1.00,15.00,0.48,7.46,0.52,249.00,100.00
9,BARUN,48.81,202.00,204.00,190.00,194.00,194.00,0.00,0.00,195.19,"22,934.00",199.00,"4,476,549.00",140,-5.00,14.00,-2.51,7.37,-0.61,217.00,76.00
10,BBC,58.28,"1,699.00","1,699.00","1,680.00","1,680.00","1,680.00",0.00,0.00,"1,683.04",75.00,"1,670.00","126,228.00",3,10.00,19.00,0.60,1.13,-0.18,"2,289.00","1,366.00"
11,BFC,55.19,160.00,160.00,146.00,147.00,147.00,0.00,0.00,148.71,"43,802.00",154.00,"6,513,925.00",166,-7.00,14.00,-4.55,9.59,-1.17,161.00,81.00
12,BNT,44.66,"6,600.00","6,620.00","6,600.00","6,620.00","6,620.00",0.00,0.00,"6,616.67",60.00,"6,600.00","397,000.00",4,20.00,20.00,0.30,0.30,0.05,"9,274.00","5,847.00"
13,BOKL,48.23,272.00,275.00,271.00,273.00,273.00,0.00,0.00,272.68,"41,566.00",273.00,"11,334,133.00",191,0.00,4.00,0.00,1.48,0.12,296.00,196.00
14,BPCL,45.26,410.00,412.00,405.00,407.00,407.00,0.00,0.00,408.73,"33,127.00",407.00,"13,539,970.00",201,0.00,7.00,0.00,1.73,-0.42,433.00,300.00
15,CBBL,60.36,"1,102.00","1,124.00","1,102.00","1,120.00","1,120.00",0.00,0.00,"1,109.53","8,738.00","1,106.00","9,695,111.00",53,14.00,22.00,1.27,2.00,0.93,"1,343.00",540.49
16,CBL,45.31,165.00,169.00,165.00,166.00,166.00,0.00,0.00,166.68,"56,535.00",167.00,"9,423,226.00",183,-1.00,4.00,-0.60,2.42,-0.41,178.00,125.00
17,CCBL,50.98,199.00,199.00,187.00,189.00,189.00,0.00,0.00,188.36,"56,896.00",190.00,"10,716,902.00",211,-1.00,12.00,-0.53,6.42,0.34,210.00,136.00
18,CFCL,51.10,184.00,184.00,172.00,172.00,172.00,0.00,0.00,175.80,"15,072.00",181.00,"2,649,610.00",74,-9.00,12.00,-4.97,6.98,-2.21,191.00,105.00
19,CHCL,42.43,507.00,514.00,505.00,507.00,507.00,0.00,0.00,510.46,"24,683.00",511.00,"12,599,767.00",92,-4.00,9.00,-0.78,1.78,-0.68,543.00,325.00
20,CHL,51.86,166.00,168.00,157.00,168.00,168.00,0.00,0.00,165.07,"7,349.00",169.00,"1,213,107.00",101,-1.00,11.00,-0.59,7.01,1.74,188.00,77.00
21,CIT,44.06,"3,480.00","3,485.00","3,465.00","3,466.00","3,466.00",0.00,0.00,"3,471.16","6,273.00","3,472.00","21,774,594.00",122,-6.00,20.00,-0.17,0.58,-0.15,"3,704.00","1,678.00"
22,CLBSL,62.01,708.00,715.00,700.00,715.00,715.00,0.00,0.00,707.88,973.00,722.00,"688,763.00",30,-7.00,15.00,-0.97,2.14,1.00,"1,549.00",438.00
23,CMF1,48.36,9.35,9.64,9.35,9.64,9.64,0.00,0.00,9.54,"3,020.00",9.52,"28,798.10",8,0.12,0.29,1.26,3.10,1.08,11.77,8.47
24,CORBL,54.84,196.00,218.00,190.00,210.00,210.00,0.00,0.00,203.88,"7,838.00",200.00,"1,598,023.00",59,10.00,28.00,5.00,14.74,2.91,221.00,102.00
25,CZBIL,46.01,217.00,219.00,213.00,219.00,219.00,0.00,0.00,216.72,"38,207.00",217.00,"8,280,102.00",193,2.00,6.00,0.92,2.82,1.04,240.00,164.00
26,DDBL,54.85,852.00,860.00,850.00,860.00,860.00,0.00,0.00,854.51,"4,565.00",852.00,"3,900,828.00",35,8.00,10.00,0.94,1.18,0.64,"1,100.00",710.00
27,DHPL,54.70,124.00,124.00,119.00,120.00,120.00,0.00,0.00,121.54,"24,562.00",123.00,"2,985,355.00",161,-3.00,5.00,-2.44,4.20,-1.29,146.00,45.50
28,EBL,50.94,725.00,725.00,709.00,720.00,720.00,0.00,0.00,715.08,"25,652.00",715.00,"18,343,126.00",184,5.00,16.00,0.70,2.26,0.68,932.00,517.00
29,EBLCP,46.25,650.00,650.00,650.00,650.00,650.00,0.00,0.00,650.00,50.00,650.00,"32,500.00",1,0.00,0.00,0.00,0.00,0.00,724.00,566.00
30,EDBL,60.43,328.00,332.00,319.00,330.00,330.00,0.00,0.00,327.01,"11,327.00",330.00,"3,704,021.00",61,0.00,13.00,0.00,4.08,0.91,442.00,257.00
31,EIC,50.38,533.00,540.00,525.00,534.00,534.00,0.00,0.00,533.42,"14,359.00",532.00,"7,659,433.00",85,2.00,15.00,0.38,2.86,0.11,612.00,204.00
32,FMDBL,51.27,571.00,573.00,567.00,572.00,572.00,0.00,0.00,569.97,"18,274.00",575.00,"10,415,686.00",94,-3.00,6.00,-0.52,1.06,0.35,704.00,298.00
33,FOWAD,56.74,"1,541.00","1,565.00","1,530.00","1,540.00","1,540.00",0.00,0.00,"1,544.10","1,808.00","1,541.00","2,791,728.00",33,-1.00,35.00,-0.06,2.29,-0.27,"2,000.00","1,055.00"
34,GBBL,61.71,266.00,274.00,257.00,270.00,270.00,0.00,0.00,267.04,"122,848.00",261.00,"32,805,658.00",398,9.00,17.00,3.45,6.61,1.10,298.00,183.00
35,GBIME,45.58,269.00,274.00,269.00,272.00,272.00,0.00,0.00,271.64,"107,604.00",271.00,"29,229,027.00",340,1.00,5.00,0.37,1.86,0.13,331.00,144.48
36,GBLBS,52.32,515.00,521.00,515.00,516.00,516.00,0.00,0.00,517.53,"4,820.00",518.00,"2,494,513.00",87,-2.00,6.00,-0.39,1.17,-0.30,663.00,282.00
37,GFCL,59.56,205.00,205.00,198.00,200.00,200.00,0.00,0.00,200.71,"14,001.00",205.00,"2,810,099.00",55,-5.00,7.00,-2.44,3.54,-0.35,208.00,124.00
38,GGBSL,55.10,780.00,796.00,773.00,781.00,781.00,0.00,0.00,791.41,490.00,781.00,"387,790.00",20,0.00,23.00,0.00,2.98,-1.33,"1,019.00",271.00
39,GHL,54.95,131.00,134.00,126.00,133.00,133.00,0.00,0.00,129.81,"12,155.00",132.00,"1,577,790.00",210,1.00,8.00,0.76,6.35,2.40,155.00,49.00
40,GILB,57.85,"1,265.00","1,280.00","1,238.00","1,265.00","1,265.00",0.00,0.00,"1,262.09","3,254.00","1,249.00","4,106,842.00",49,16.00,42.00,1.28,3.39,0.23,"1,690.00",689.00
41,GIMES1,55.55,9.80,9.89,9.75,9.89,9.89,0.00,0.00,9.80,"32,500.00",9.76,"318,595.00",7,0.13,0.14,1.33,1.44,0.88,9.98,6.76
42,GLBSL,54.86,705.00,725.00,700.00,720.00,720.00,0.00,0.00,714.74,591.00,710.00,"422,412.00",34,10.00,25.00,1.41,3.57,0.73,"1,012.00",371.00
43,GLICL,53.26,606.00,618.00,606.00,614.00,614.00,0.00,0.00,612.57,"8,740.00",615.00,"5,353,890.00",77,-1.00,12.00,-0.16,1.98,0.23,"1,077.00",340.00
44,GMFBS,58.97,815.00,825.00,805.00,825.00,825.00,0.00,0.00,811.10,415.00,825.00,"336,608.00",31,0.00,20.00,0.00,2.48,1.68,"1,070.00",441.00
45,GMFIL,54.18,187.00,187.00,176.00,178.00,178.00,0.00,0.00,179.06,"23,517.00",187.00,"4,210,898.00",86,-9.00,11.00,-4.81,6.25,-0.59,195.00,110.00
46,GRDBL,60.66,165.00,166.00,155.00,159.00,159.00,0.00,0.00,159.49,"26,983.00",165.00,"4,303,610.00",125,-6.00,11.00,-3.64,7.10,-0.31,174.00,98.00
47,GUFL,54.93,164.00,164.00,156.00,159.00,159.00,0.00,0.00,159.89,"9,749.00",165.00,"1,558,722.00",47,-6.00,8.00,-3.64,5.13,-0.56,174.00,104.00
48,HBL,46.14,561.00,565.00,551.00,562.00,562.00,0.00,0.00,560.58,"8,389.00",561.00,"4,702,680.00",90,1.00,14.00,0.18,2.54,0.25,735.00,452.00
49,HDHPC,47.56,134.00,140.00,133.00,135.00,135.00,0.00,0.00,135.67,"205,483.00",136.00,"27,878,494.00",512,-1.00,7.00,-0.74,5.26,-0.50,154.00,81.00
50,HDL,43.08,"1,855.00","1,864.00","1,837.00","1,839.00","1,839.00",0.00,0.00,"1,850.80","10,435.00","1,855.00","19,313,063.00",101,-16.00,27.00,-0.86,1.47,-0.64,"1,989.00","1,123.00"
51,HGI,45.79,505.00,513.00,505.00,510.00,510.00,0.00,0.00,509.42,"6,094.00",510.00,"3,104,435.00",43,0.00,8.00,0.00,1.58,0.11,550.00,232.00
52,HIDCL,54.66,187.00,192.00,185.00,188.00,188.00,0.00,0.00,188.59,"105,875.00",189.00,"19,967,088.00",394,-1.00,7.00,-0.53,3.78,-0.31,214.00,116.00
53,HPPL,49.71,216.00,220.00,213.00,214.00,214.00,0.00,0.00,215.70,"16,457.00",220.00,"3,549,813.00",184,-6.00,7.00,-2.73,3.29,-0.80,234.00,120.00
54,HURJA,49.70,160.00,167.00,159.00,162.00,162.00,0.00,0.00,162.26,"10,500.00",162.00,"1,703,680.00",209,0.00,8.00,0.00,5.03,-0.16,174.00,85.00
55,ICFC,65.21,258.00,263.00,246.00,258.00,258.00,0.00,0.00,253.06,"157,823.00",246.00,"39,938,428.00",401,12.00,17.00,4.88,6.91,1.92,263.00,145.00
56,IGI,48.03,527.00,534.00,522.00,534.00,534.00,0.00,0.00,527.33,"8,112.00",527.00,"4,277,680.00",50,7.00,12.00,1.33,2.30,1.25,606.00,253.00
57,ILBS,51.60,800.00,816.00,800.00,816.00,816.00,0.00,0.00,808.40,"1,494.00",808.00,"1,207,749.00",66,8.00,16.00,0.99,2.00,0.93,"1,000.00",407.00
58,JBBL,61.52,210.00,211.00,195.00,207.00,207.00,0.00,0.00,204.60,"207,007.00",200.00,"42,353,687.00",530,7.00,16.00,3.50,8.21,1.16,222.00,148.00
59,JFL,56.75,230.00,230.00,218.00,220.00,220.00,0.00,0.00,222.48,"24,689.00",229.00,"5,492,759.00",124,-9.00,12.00,-3.93,5.50,-1.13,235.00,153.00
60,JOSHI,52.10,124.00,131.00,117.00,124.00,124.00,0.00,0.00,123.53,"10,860.00",125.00,"1,341,530.00",268,-1.00,14.00,-0.80,11.97,0.38,148.00,45.28
61,JSLBB,51.42,"1,339.00","1,340.00","1,327.00","1,328.00","1,328.00",0.00,0.00,"1,333.56",337.00,"1,335.00","449,409.00",10,-7.00,13.00,-0.52,0.98,-0.42,"2,050.00",988.00
62,KBL,49.56,229.00,229.00,222.00,229.00,229.00,0.00,0.00,225.99,"191,686.00",228.00,"43,319,058.00",451,1.00,7.00,0.44,3.15,1.31,240.00,153.00
63,KKHC,54.82,124.00,125.00,114.00,124.00,124.00,0.00,0.00,121.94,"12,748.00",126.00,"1,554,480.00",198,-2.00,11.00,-1.59,9.65,1.66,147.00,44.00
64,KMCDB,54.78,710.00,731.00,710.00,725.00,725.00,0.00,0.00,723.79,"1,340.00",721.00,"969,881.00",99,4.00,21.00,0.55,2.96,0.17,"1,188.00",316.00
65,KPCL,55.01,180.00,186.00,177.00,183.00,183.00,0.00,0.00,182.84,"22,090.00",183.00,"4,038,830.00",263,0.00,9.00,0.00,5.08,0.09,208.00,77.00
66,KRBL,64.22,157.00,160.00,143.00,156.00,156.00,0.00,0.00,152.30,"48,038.00",150.00,"7,316,286.00",223,6.00,17.00,4.00,11.89,2.37,164.00,95.00
67,KSBBL,60.73,219.00,232.00,217.00,229.00,229.00,0.00,0.00,226.74,"303,789.00",219.00,"68,881,035.00",555,10.00,15.00,4.57,6.91,0.99,235.00,131.00
68,LBBL,54.16,221.00,230.00,215.00,223.00,223.00,0.00,0.00,224.41,"133,138.00",219.00,"29,878,064.00",356,4.00,15.00,1.83,6.98,-0.63,230.00,145.00
