S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,122.00,121.00,120.00,120.00,120.00,0.00,0.00,120.45,"2,217.00",122.00,"267,040.00",4,-2.00,1.00,0.00,0.83,-0.38,0.00,0.00
2,ADBL,-,145.00,148.00,143.00,144.00,144.00,0.00,0.00,145.08,"2,338.00",145.00,"339,189.00",33,-1.00,5.00,0.00,3.50,-0.75,0.00,0.00
3,AHPC,-,300.00,306.00,299.00,306.00,306.00,0.00,0.00,302.30,246.00,300.00,"74,367.00",4,6.00,7.00,0.00,2.34,1.21,0.00,0.00
4,ALDBL,-,100.00,100.00,99.00,100.00,100.00,0.00,0.00,99.75,80.00,100.00,"7,980.00",3,0.00,1.00,0.00,1.01,0.25,0.00,0.00
5,BOK,-,615.00,618.00,605.00,615.00,615.00,0.00,0.00,611.53,"4,799.00",615.00,"2,934,737.00",38,0.00,13.00,0.00,2.15,0.56,0.00,0.00
6,BPCL,-,517.00,537.00,527.00,537.00,537.00,0.00,0.00,530.47,524.00,517.00,"277,968.00",9,20.00,10.00,0.00,1.90,1.22,0.00,0.00
7,BSBL,-,126.00,124.00,123.00,124.00,124.00,0.00,0.00,123.64,280.00,126.00,"34,620.00",12,-2.00,1.00,0.00,0.81,0.29,0.00,0.00
8,BUDBL,-,117.00,117.00,115.00,115.00,115.00,0.00,0.00,116.02,"2,526.00",117.00,"293,060.00",9,-2.00,2.00,0.00,1.74,-0.88,0.00,0.00
9,CDBL,-,127.00,129.00,127.00,127.00,127.00,0.00,0.00,127.67,30.00,127.00,"3,830.00",2,0.00,2.00,0.00,1.57,-0.52,0.00,0.00
10,CEDBL,-,146.00,146.00,143.00,143.00,143.00,0.00,0.00,144.72,522.00,146.00,"75,542.00",5,-3.00,3.00,0.00,2.10,-1.20,0.00,0.00
11,CHCL,-,845.00,850.00,836.00,850.00,850.00,0.00,0.00,847.68,"6,982.00",845.00,"5,918,530.00",55,5.00,14.00,0.00,1.67,0.27,0.00,0.00
12,CIT,-,576.00,587.00,587.00,587.00,587.00,0.00,0.00,587.00,10.00,576.00,"5,870.00",1,11.00,0.00,0.00,0.00,0.00,0.00,0.00
13,CNDBL,-,70.00,71.00,70.00,71.00,71.00,0.00,0.00,70.76,410.00,70.00,"29,010.00",13,1.00,1.00,0.00,1.43,0.34,0.00,0.00
14,CZBIL,-,228.00,228.00,222.00,226.00,226.00,0.00,0.00,223.83,"1,910.00",228.00,"427,515.00",26,-2.00,6.00,0.00,2.70,0.96,0.00,0.00
15,DIYALO,-,90.00,89.00,88.00,88.00,88.00,0.00,0.00,88.83,60.00,90.00,"5,330.00",6,-2.00,1.00,0.00,1.14,-0.95,0.00,0.00
16,EBL,-,952.00,952.00,941.00,950.00,950.00,0.00,0.00,945.74,"2,373.00",952.00,"2,244,246.00",21,-2.00,11.00,0.00,1.17,0.45,0.00,0.00
17,EDBL,-,333.00,327.00,309.00,309.00,309.00,0.00,0.00,317.78,41.00,333.00,"13,029.00",4,-24.00,18.00,0.00,5.83,-2.84,0.00,0.00
18,EFL,-,103.00,103.00,103.00,103.00,103.00,0.00,0.00,103.00,160.00,103.00,"16,480.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,FMDBL,-,141.00,140.00,139.00,140.00,140.00,0.00,0.00,139.32,619.00,141.00,"86,237.00",10,-1.00,1.00,0.00,0.72,0.49,0.00,0.00
20,GBBL,-,139.00,137.00,136.00,136.00,136.00,0.00,0.00,136.43,70.00,139.00,"9,550.00",2,-3.00,1.00,0.00,0.74,-0.32,0.00,0.00
21,GDBL,-,129.00,131.00,121.00,121.00,121.00,0.00,0.00,123.40,"2,070.00",129.00,"255,440.00",15,-8.00,10.00,0.00,8.26,-1.98,0.00,0.00
22,GLICL,-,97.00,97.00,95.00,95.00,95.00,0.00,0.00,95.96,"1,510.00",97.00,"144,900.00",42,-2.00,2.00,0.00,2.11,-1.01,0.00,0.00
23,GRAND,-,210.00,213.00,207.00,211.00,211.00,0.00,0.00,209.21,824.00,210.00,"172,388.00",8,1.00,6.00,0.00,2.90,0.85,0.00,0.00
24,GSDBL,-,82.00,83.00,81.00,82.00,82.00,0.00,0.00,81.88,485.00,82.00,"39,713.00",27,0.00,2.00,0.00,2.47,0.14,0.00,0.00
25,HBL,-,624.00,636.00,622.00,635.00,635.00,0.00,0.00,628.88,811.00,624.00,"510,025.00",8,11.00,14.00,0.00,2.25,0.96,0.00,0.00
26,HDL,-,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,"13,810.00",100.00,"1,381,000.00",7,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,ICFC,-,135.00,137.00,133.00,137.00,137.00,0.00,0.00,135.32,296.00,135.00,"40,056.00",4,2.00,4.00,0.00,3.01,1.22,0.00,0.00
28,JBBL,-,90.00,89.00,88.00,89.00,89.00,0.00,0.00,88.96,"1,960.00",90.00,"174,370.00",4,-1.00,1.00,0.00,1.14,0.04,0.00,0.00
29,KAFIL,-,112.00,114.00,110.00,112.00,112.00,0.00,0.00,111.88,100.00,112.00,"11,188.00",4,0.00,4.00,0.00,3.64,0.11,0.00,0.00
30,KBL,-,221.00,233.00,225.00,225.00,225.00,0.00,0.00,228.92,"1,125.00",221.00,"257,537.00",6,4.00,8.00,0.00,3.56,-1.74,0.00,0.00
31,KIST,-,118.00,119.00,115.00,115.00,115.00,0.00,0.00,115.97,"86,500.00",118.00,"10,031,500.00",9,-3.00,4.00,0.00,3.48,-0.84,0.00,0.00
32,KMBL,-,107.00,108.00,107.00,107.00,107.00,0.00,0.00,107.20,350.00,107.00,"37,520.00",25,0.00,1.00,0.00,0.93,-0.19,0.00,0.00
33,KRBL,-,54.00,55.00,55.00,55.00,55.00,0.00,0.00,55.00,10.00,54.00,550.00,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00
34,LBL,-,330.00,327.00,321.00,326.00,326.00,0.00,0.00,322.51,"1,828.00",330.00,"589,546.00",15,-4.00,6.00,0.00,1.87,1.07,0.00,0.00
