S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACEDBL,-,114.00,115.00,114.00,115.00,115.00,0.00,0.00,114.74,"2,556.00",114.00,"293,269.00",2,1.00,1.00,0.00,0.88,0.23,0.00,0.00
2,ADBL,-,256.00,260.00,246.00,258.00,258.00,0.00,0.00,256.54,"6,243.00",256.00,"1,601,607.00",61,2.00,14.00,0.00,5.69,0.56,0.00,0.00
3,AHPC,-,276.00,275.00,271.00,275.00,275.00,0.00,0.00,273.85,261.00,276.00,"71,475.00",3,-1.00,4.00,0.00,1.48,0.42,0.00,0.00
4,AIC,-,164.00,161.00,155.00,155.00,155.00,0.00,0.00,158.28,86.00,164.00,"13,612.00",3,-9.00,6.00,0.00,3.87,-2.12,0.00,0.00
5,ALDBL,-,91.00,93.00,92.00,92.00,92.00,0.00,0.00,92.63,240.00,91.00,"22,230.00",4,1.00,1.00,0.00,1.09,-0.68,0.00,0.00
6,ALICL,-,301.00,313.00,305.00,313.00,313.00,0.00,0.00,309.87,"5,320.00",301.00,"1,648,524.00",40,12.00,8.00,0.00,2.62,1.00,0.00,0.00
7,AXIS,-,86.00,91.00,87.00,90.00,90.00,0.00,0.00,89.71,"5,556.00",86.00,"498,451.00",26,4.00,4.00,0.00,4.60,0.32,0.00,0.00
8,BOK,-,572.00,572.00,560.00,569.00,569.00,0.00,0.00,567.78,"2,523.00",572.00,"1,432,507.00",18,-3.00,12.00,0.00,2.14,0.21,0.00,0.00
9,BPCL,-,882.00,880.00,880.00,880.00,880.00,0.00,0.00,880.00,699.00,882.00,"615,120.00",2,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
10,BSBL,-,131.00,131.00,130.00,130.00,130.00,0.00,0.00,130.36,190.00,131.00,"24,768.00",4,-1.00,1.00,0.00,0.77,-0.28,0.00,0.00
11,CBBL,-,505.00,550.00,507.00,550.00,550.00,0.00,0.00,535.61,788.00,505.00,"422,062.00",8,45.00,43.00,0.00,8.48,2.62,0.00,0.00
12,CBL,-,148.00,150.00,145.00,147.00,147.00,0.00,0.00,148.01,"8,583.00",148.00,"1,270,404.00",32,-1.00,5.00,0.00,3.45,-0.69,0.00,0.00
13,CDBL,-,169.00,174.00,170.00,170.00,170.00,0.00,0.00,171.79,591.00,169.00,"101,526.00",13,1.00,4.00,0.00,2.35,-1.05,0.00,0.00
14,CEDBL,-,157.00,160.00,157.00,159.00,159.00,0.00,0.00,158.43,712.00,157.00,"112,804.00",4,2.00,3.00,0.00,1.91,0.36,0.00,0.00
15,CHCL,-,"1,400.00","1,398.00","1,385.00","1,398.00","1,398.00",0.00,0.00,"1,388.68","5,190.00","1,400.00","7,207,267.00",29,-2.00,13.00,0.00,0.94,0.67,0.00,0.00
16,CIT,-,"1,434.00","1,412.00","1,385.00","1,412.00","1,412.00",0.00,0.00,"1,402.05",258.00,"1,434.00","361,728.00",4,-22.00,27.00,0.00,1.95,0.70,0.00,0.00
17,CNDBL,-,69.00,68.00,67.00,67.00,67.00,0.00,0.00,67.67,300.00,69.00,"20,300.00",3,-2.00,1.00,0.00,1.49,-1.00,0.00,0.00
