S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,472.00,485.00,467.00,471.00,471.00,0.00,0.00,470.45,"24,705.00",472.00,"11,622,539.00",109,-1.00,18.00,0.00,3.85,0.12,0.00,0.00
2,AHPC,-,290.00,304.00,286.00,300.00,300.00,0.00,0.00,295.60,"39,707.00",290.00,"11,737,305.00",121,10.00,18.00,0.00,6.29,1.47,0.00,0.00
3,ALICL,-,"1,590.00","1,630.00","1,560.00","1,611.00","1,611.00",0.00,0.00,"1,598.97","28,644.00","1,590.00","45,800,812.00",124,21.00,70.00,0.00,4.49,0.75,0.00,0.00
4,API,-,560.00,581.00,550.00,560.00,560.00,0.00,0.00,563.07,"4,720.00",560.00,"2,657,688.00",74,0.00,31.00,0.00,5.64,-0.55,0.00,0.00
5,BARUN,-,298.00,318.00,293.00,318.00,318.00,0.00,0.00,306.83,350.00,298.00,"107,390.00",14,20.00,25.00,0.00,8.53,3.51,0.00,0.00
6,BHBL,-,300.00,307.00,300.00,307.00,307.00,0.00,0.00,305.96,850.00,300.00,"260,070.00",9,7.00,7.00,0.00,2.33,0.34,0.00,0.00
7,BNT,-,"3,382.00","3,449.00","3,449.00","3,449.00","3,449.00",0.00,0.00,"3,449.00",10.00,"3,382.00","34,490.00",1,67.00,0.00,0.00,0.00,0.00,0.00,0.00
8,BOKL,-,516.00,541.00,510.00,530.00,530.00,0.00,0.00,524.80,"67,764.00",516.00,"35,562,652.00",196,14.00,31.00,0.00,6.08,0.98,0.00,0.00
9,BPCL,-,665.00,706.00,670.00,699.00,699.00,0.00,0.00,683.45,"5,047.00",665.00,"3,449,355.00",23,34.00,36.00,0.00,5.37,2.23,0.00,0.00
10,CBBL,-,"1,510.00","1,640.00","1,480.00","1,600.00","1,600.00",0.00,0.00,"1,594.13","23,577.00","1,510.00","37,584,744.00",175,90.00,160.00,0.00,10.81,0.37,0.00,0.00
11,CBL,-,275.00,279.00,271.00,277.00,277.00,0.00,0.00,275.66,"47,701.00",275.00,"13,149,082.00",128,2.00,8.00,0.00,2.95,0.49,0.00,0.00
12,CCBL,-,387.00,389.00,380.00,383.00,383.00,0.00,0.00,383.76,"17,118.00",387.00,"6,569,123.00",84,-4.00,9.00,0.00,2.37,-0.20,0.00,0.00
13,CHCL,-,900.00,934.00,890.00,914.00,914.00,0.00,0.00,909.64,"8,583.00",900.00,"7,807,398.00",57,14.00,44.00,0.00,4.94,0.48,0.00,0.00
14,CIT,-,"3,970.00","4,020.00","3,971.00","4,000.00","4,000.00",0.00,0.00,"3,990.34","1,420.00","3,970.00","5,666,276.00",21,30.00,49.00,0.00,1.23,0.24,0.00,0.00
15,CZBIL,-,427.00,430.00,422.00,427.00,427.00,0.00,0.00,424.68,"24,873.00",427.00,"10,563,083.00",88,0.00,8.00,0.00,1.90,0.54,0.00,0.00
16,DBBL,-,230.00,240.00,230.00,237.00,237.00,0.00,0.00,233.73,"14,189.00",230.00,"3,316,358.00",35,7.00,10.00,0.00,4.35,1.38,0.00,0.00
17,DDBL,-,"1,410.00","1,551.00","1,382.00","1,510.00","1,510.00",0.00,0.00,"1,497.55","7,995.00","1,410.00","11,972,937.00",73,100.00,169.00,0.00,12.23,0.82,0.00,0.00
18,DHPL,-,235.00,239.00,235.00,239.00,239.00,0.00,0.00,236.26,172.00,235.00,"40,636.00",16,4.00,4.00,0.00,1.70,1.15,0.00,0.00
19,EBL,-,"2,045.00","2,100.00","2,030.00","2,075.00","2,075.00",0.00,0.00,"2,076.17","16,618.00","2,045.00","34,501,764.00",116,30.00,70.00,0.00,3.45,-0.06,0.00,0.00
20,EBLCP,-,"1,536.00","1,566.00","1,566.00","1,566.00","1,566.00",0.00,0.00,"1,566.00",12.00,"1,536.00","18,792.00",1,30.00,0.00,0.00,0.00,0.00,0.00,0.00
21,EDBL,-,615.00,615.00,610.00,610.00,610.00,0.00,0.00,611.32,190.00,615.00,"116,150.00",3,-5.00,5.00,0.00,0.82,-0.22,0.00,0.00
22,EDBLPO,-,275.00,275.00,275.00,275.00,275.00,0.00,0.00,275.00,"6,000.00",275.00,"1,650,000.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,EIC,-,"2,180.00","2,249.00","2,160.00","2,232.00","2,232.00",0.00,0.00,"2,221.59","7,857.00","2,180.00","17,455,016.00",61,52.00,89.00,0.00,4.12,0.47,0.00,0.00
