rank,symbol,company_name,close,change,change_percent
1,HATHY,Hathway Investment Nepal Limited,499.80,-88.20,-15.00
2,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1184.00,-64.00,-5.13
3,GBBLPO,Garima Bikash Bank Limited Promoter Share,230.90,-7.10,-2.98
4,MATRI,Matribhumi Laghubitta Bittiya Sanstha Limited,739.00,-20.00,-2.64
5,SFMF,Sunrise First Mutual Fund,8.96,-0.24,-2.61
6,NSIF2,NMB Sulav Investment Fund - II,10.00,-0.26,-2.53
7,NICAD2091,7% NIC Asia Debenture 2091,1055.20,-26.80,-2.48
8,BGWT,Bhagawati Hydropower Development Company Limited,481.00,-11.00,-2.24
9,SAPDBL,Saptakoshi Development Bank Limited,626.00,-13.90,-2.17
10,MMF1,Mega Mutual Fund - 1,8.78,-0.19,-2.12
11,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,1190.00,-25.00,-2.06
12,NICSF,NIC Asia Select-30,8.51,-0.17,-1.96
13,MKCL,Muktinath Krishi Company Limited,879.00,-16.00,-1.79
14,HDHPC,Himal Dolakha Hydropower Company Limited,220.50,-3.70,-1.65
15,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,1020.00,-15.10,-1.46
