rank,symbol,company_name,close,change,change_percent
1,PMHPL,Panchakanya Mai Hydropower Limited,311.90,-34.00,-9.83
2,WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,1169.00,-111.00,-8.67
3,NSIF2,NMB Sulav Investment Fund - II,10.10,-0.91,-8.27
4,MEPDL,Mount Everest Power Development Limited,713.90,-60.10,-7.76
5,NSY,Nepal Life Samriddhi Lagani Yojana,9.00,-0.52,-5.46
6,ECL,Everest Colour Limited,1330.00,-70.10,-5.01
7,ICFCD83,12% ICFC Finance Limited Debenture 2083,843.20,-44.30,-4.99
8,RHGCL,Rapti Hydro & General Construction Limited,254.90,-13.10,-4.89
9,MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,949.90,-47.10,-4.72
10,KHPL,Kalinchowk Hydropower Limited,737.00,-36.00,-4.66
11,EBLD85,10.5% Everest Bank Ltd Rinpatra 2085,1065.00,-51.50,-4.61
12,NMBHF2,NMB Hybrid Fund L-II,9.46,-0.45,-4.54
13,APHL,Appolo Hydropower Limited,704.60,-33.40,-4.53
14,CREST,Crest Micro Life Insurance Limited,1090.00,-50.00,-4.39
15,TSHL,Three Star Hydropower Limited,342.00,-15.10,-4.23
