rank,symbol,company_name,close,change,change_percent
1,NIBLGF,NIBL Growth Fund,10.91,1.42,14.96
2,HEIP,Himalayan Everest Insurance Limited Promoter,378.00,49.00,14.89
3,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,860.00,110.00,14.67
4,CKHL,Chirkhwa Hydro Power Limited,638.00,80.00,14.34
5,PURE,Pure Energy Limited,865.00,106.00,13.97
6,MKHL,Mai Khola Hydropower Limited,540.00,60.10,12.52
7,KBLD90,10% KBL Debenture 2090,1488.00,163.00,12.30
8,PBLD86,10.25% Prabhu Bank Debenture 2086,1470.00,142.00,10.69
9,RBCLPO,Rastriya Beema Company Limited Promoter Share,12828.00,1138.00,9.73
10,SIGS2,Siddhartha Investment Growth Scheme-2,11.00,0.90,8.91
11,MBLD2085,10.25% Machhapuchchhre Debenture 2085,1233.00,100.30,8.85
12,SPHL,Sayapatri Hydropower Limited,575.30,45.30,8.55
13,RBBF40,RBB Focus 40,9.99,0.74,8.00
14,NMBHF2,NMB Hybrid Fund L-II,10.13,0.73,7.77
15,LBLD86,10% Laxmi Bank Debenture 2086,1229.00,78.00,6.78
