rank,symbol,company_name,close,change,change_percent
1,MEPDL,Mount Everest Power Development Limited,345.00,45.00,15.00
2,ENL,Emerging Nepal Limited,847.00,44.00,5.48
3,HIDCL,Hydroelectricity Investment and Development Company Limited,265.00,12.50,4.95
4,SLCF,Sanima Large Cap Fund,9.72,0.39,4.18
5,NRN,NRN Infrastructure and Development Limited,1430.00,53.00,3.85
6,TRH,Taragaon Regency Hotel Limited,825.00,29.90,3.76
7,NIFRA,Nepal Infrastructure Bank Limited,252.40,8.40,3.44
8,H8020,Himalayan 80-20,12.07,0.40,3.43
9,ECL,Everest Colour Limited,1575.00,45.10,2.95
10,MFIL,Manjushree Finance Limited,783.00,22.00,2.89
11,CHDC,CEDB Holdings Limited,2238.00,62.00,2.85
12,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Limited,749.90,17.70,2.42
13,CSY,Citizens Santulit Yojana,9.07,0.20,2.25
14,NSY,Nepal Life Samriddhi Lagani Yojana,9.40,0.20,2.17
15,OHL,Oriental Hotel Limited,670.00,13.90,2.12
