rank,symbol,company_name,close,change,change_percent
1,PBLD86,10.25% Prabhu Bank Debenture 2086,1131.00,-132.00,-10.45
2,GBILD86/87,8.5% Global IME Bank Ltd. Debenture 2086/87,1065.10,-62.90,-5.58
3,SCBD,10.30% Standard Chartered Bank Nepal Limited Debenture,1070.00,-63.00,-5.56
4,ENL,Emerging Nepal Limited,803.70,-43.30,-5.11
5,LBLD86,10% Laxmi Bank Debenture 2086,1083.00,-56.00,-4.92
6,NCCD86,9.5%  NCC Rinpatra 2086,1065.00,-51.00,-4.57
7,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1390.00,-66.00,-4.53
8,LUK,Laxmi Unnati Kosh,9.73,-0.42,-4.14
9,SAGF,Sanima Growth Fund,9.80,-0.40,-3.92
10,ULHC,Upper Lohore Khola Hydropower Company Limited,359.00,-12.20,-3.29
11,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,1450.00,-49.00,-3.27
12,BOKD86,8.5% BOK Debenture 2086,1111.00,-34.00,-2.97
13,JBBD87,Jyoti Bikash Bank Bond 2087,1106.10,-33.90,-2.97
14,NHDL,Nepal Hydro Developer Limited,623.20,-18.80,-2.93
15,CORBL,Corporate Development Bank Limited,1055.10,-30.90,-2.85
