rank,symbol,company_name,close,change,change_percent
1,SAPIL,Sarvottam Paints Industries Limited,345.00,45.00,15.00
2,MEPDL,Mount Everest Power Development Limited,396.70,51.70,14.99
3,SKHL,Super Khudi Hydropower Limited,998.00,115.00,13.02
4,GHL,Ghalemdi Hydro Limited,256.70,27.30,11.90
5,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1300.00,63.00,5.09
6,PCIL,Palpa Cements Industries Limited,650.90,27.90,4.48
7,UHEWA,Upper Hewakhola Hydropower Company Limited,633.00,23.00,3.77
8,HURJA,Himalaya Urja Bikas Company Limited,245.80,8.80,3.71
9,SSHL,Shiva Shree Hydropower Limited,206.40,6.40,3.20
10,HDHPC,Himal Dolakha Hydropower Company Limited,213.50,6.50,3.14
11,RFPL,River Falls Power Limited,347.00,10.50,3.12
12,RHGCL,Rapti Hydro & General Construction Limited,265.00,8.00,3.11
13,LEC,Liberty Energy Company Limited,224.50,6.70,3.08
14,CHL,Chhyangdi Hydropower Company Limited,272.00,8.00,3.03
15,GILB,Global IME Laghubitta Bittiya Sanstha Limited,1110.00,32.00,2.97
