rank,symbol,company_name,close,change,change_percent
1,SINDU,Sindhu Bikas Bank Limited,359.70,-63.40,-14.98
2,PSF,Prabhu Select Fund,10.89,-1.24,-10.22
3,PRSF,Prabhu Smart Fund,11.70,-1.20,-9.30
4,CORBL,Corporate Development Bank Limited,814.00,-45.00,-5.24
5,SPL,Shuvam Power Limited,621.00,-34.00,-5.19
6,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,955.00,-45.00,-4.50
7,BHPL,Barahi Hydropower Public Limited,436.90,-20.10,-4.40
8,MANDU,Mandu Hydropower Limited,671.00,-29.00,-4.14
9,NFS,Nepal Finance Limited,471.00,-20.10,-4.09
10,UPCL,Universal Power Company Limited,331.10,-13.40,-3.89
11,BFC,Best Finance Company Limited,420.00,-17.00,-3.89
12,RMF1,RBB Mutual Fund 1,9.41,-0.38,-3.88
13,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Limited,622.00,-25.00,-3.86
14,TVCL,Trishuli Jal Vidhyut Company Limited,283.00,-10.10,-3.45
15,CHCL,Chilime Hydro power Company Limited,346.00,-12.10,-3.38
