rank,symbol,company_name,close,change,change_percent
1,EBLD86,8.5% Everest Bank Debenture,1090.00,-64.00,-5.55
2,KBLD90,10% KBL Debenture 2090,1301.60,-40.20,-3.00
3,BNL,Bottlers Nepal Limited (Balaju),13515.00,-414.20,-2.97
4,SBID83,10.25% Nepal SBI Bank Debenture 2083,1030.10,-29.90,-2.82
5,RSML,Reliance Spinning Mills Limited,2879.00,-57.00,-1.94
6,EBLD91,7.50% Everest Bank Limited Debenture  2091,1090.00,-20.00,-1.80
7,PBD88,10% Prime Debenture 2088,1180.00,-20.00,-1.67
8,SAPIL,Sarvottam Paints Industries Limited,1420.00,-24.00,-1.66
9,NIBLSTF,NIBL Stable Fund,8.36,-0.14,-1.65
10,NBF3,Nabil Balanced Fund III,9.23,-0.13,-1.39
11,MND84/85,8.75% Muktinath Debenture/Rinpatra 2084/85,1037.70,-14.30,-1.36
12,NSIF2,NMB Sulav Investment Fund - II,9.95,-0.13,-1.29
13,ADBLD83,10.35% Agricultural Bank Debenture 2083,1038.00,-12.90,-1.23
14,H8020,Himalayan 80-20,12.33,-0.15,-1.20
15,CSY,Citizens Santulit Yojana,8.35,-0.10,-1.18
