rank,symbol,company_name,close,change,change_percent
1,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,346.00,23.10,7.15
2,MBLEF,MBL Equity Fund,9.00,0.50,5.88
3,ENL,Emerging Nepal Limited,822.00,38.00,4.85
4,SJCL,Sanjen Jalavidhyut Company Limited,239.90,8.80,3.81
5,MCHL,Menchhiyam Hydropower  Limited,247.60,8.80,3.69
6,MANDU,Mandu Hydropower Limited,657.90,22.90,3.61
7,SBCF,Sunrise Bluechip Fund,9.02,0.29,3.32
8,LUK,Laxmi Unnati Kosh,9.42,0.30,3.29
9,TAMOR,Sanima Middle Tamor Hydropower Limited,495.00,15.00,3.13
10,MKJC,Mailung Khola Jal Vidhyut Company Limited,284.90,8.60,3.11
11,VLUCL,Vision Lumbini Urja Company Limited,379.00,11.00,2.99
12,SPL,Shuvam Power Limited,638.00,18.10,2.92
13,HATHY,Hathway Investment Nepal Limited,617.40,17.40,2.90
14,KSY,Kumari Sabal Yojana,9.10,0.25,2.82
15,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,1028.00,28.00,2.80
