rank,symbol,company_name,close,change,change_percent
1,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,750.00,-70.00,-8.54
2,MEPDL,Mount Everest Power Development Limited,646.20,-39.20,-5.72
3,KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,810.00,-45.00,-5.26
4,IHL,Ingwa Hydropower Ltd,325.10,-17.90,-5.22
5,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,141.10,-7.70,-5.17
6,EBLD85,10.5% Everest Bank Ltd Rinpatra 2085,1103.00,-57.00,-4.91
7,PURE,Pure Energy Limited,795.00,-40.00,-4.79
8,BNT,Bottlers Nepal (Terai) Limited,11932.00,-563.10,-4.51
9,SBCF,Sunrise Bluechip Fund,9.00,-0.40,-4.26
10,HATHY,Hathway Investment Nepal Limited,469.00,-20.00,-4.09
11,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,968.00,-36.90,-3.67
12,NBF2,Nabil Balanced Fund - 2,9.25,-0.35,-3.65
13,TVCL,Trishuli Jal Vidhyut Company Limited,296.00,-11.00,-3.58
14,SAPDBL,Saptakoshi Development Bank Limited,606.00,-22.00,-3.50
15,MEHL,Manakamana Engineering Hydropower Limited,250.00,-9.00,-3.47
