rank,symbol,company_name,close,change,change_percent
1,ULHC,Upper Lohore Khola Hydropower Company Limited,379.00,-28.20,-6.93
2,EBLD85,10.5% Everest Bank Ltd Rinpatra 2085,1060.00,-53.40,-4.80
3,AKJCL,Ankhukhola Hydropower Company Limited,362.10,-11.90,-3.18
4,BOKD86KA,10.5% BOK Debenture 2086,1111.10,-34.30,-2.99
5,PBD84,10.15% Prime Debenture 2084,1069.00,-33.00,-2.99
6,SAGF,Sanima Growth Fund,10.26,-0.31,-2.93
7,YMHL,Yambaling Hydropower Limited,621.80,-17.90,-2.80
8,DORDI,Dordi Khola Hydropower Company Limited,247.00,-7.00,-2.76
9,NIBSF2,NIBL Samriddhi Fund - 2,8.76,-0.24,-2.67
10,LVF2,Laxmi Value Fund-II,9.06,-0.24,-2.58
11,RIDI,Ridi Power Company Limited,375.00,-9.90,-2.57
12,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,1154.00,-29.10,-2.46
13,KAHL,Kalanga Hydro Limited,542.20,-12.30,-2.22
14,CFCL,Central Finance Limited,660.00,-15.00,-2.22
15,GIBF1,Global IME Balanced Fund-I,10.75,-0.23,-2.09
