rank,symbol,company_name,close,change,change_percent
1,CORBL,Corporate Development Bank Limited,1155.20,90.20,8.47
2,DHEL,Daramkhola Hydro Energy Limited,620.00,35.10,6.00
3,FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,817.00,36.00,4.61
4,UHEWA,Upper Hewakhola Hydropower Company Limited,608.00,26.00,4.47
5,KMCDB,Kalika Laghubitta Bittiya Sanstha Limited,807.90,30.90,3.98
6,SYPNL,SY Panel Nepal Limited,1334.00,50.00,3.89
7,SOHL,Solu Hydropower Limited,711.00,23.00,3.34
8,SIGS3,Siddhartha Investment Growth Scheme 3,10.89,0.34,3.22
9,NSY,Nepal Life Samriddhi Lagani Yojana,9.48,0.28,3.04
10,KBLD89,11% KBL Debenture 2089,1313.20,38.20,3.00
11,CIZBD90,10% Citizens Bank Debenture 2090,1225.70,35.70,3.00
12,RSDC,RSDC Laghubitta Bittiya Sanstha Limited,657.00,19.00,2.98
13,TTL,Trade Tower Limited,731.00,21.00,2.96
14,RIDI,Ridi Power Company Limited,386.00,11.00,2.93
15,NBLD87,8.5% Nepal Bank Debenture 2087,1092.00,30.90,2.91
