rank,symbol,company_name,close,change,change_percent
1,NABILD2089,7% Nabil Debenture 2089,1057.00,-85.00,-7.44
2,NIBLGF,NIBL Growth Fund,9.78,-0.77,-7.30
3,CORBL,Corporate Development Bank Limited,1400.00,-98.00,-6.54
4,BJHL,Bhujung Hydropower Limited,771.00,-37.00,-4.58
5,CKHL,Chirkhwa Hydro Power Limited,620.10,-28.80,-4.44
6,BUNGAL,Bungal Hydro Limited,638.00,-29.00,-4.35
7,JBBD87,Jyoti Bikash Bank Bond 2087,1105.80,-44.20,-3.84
8,PURE,Pure Energy Limited,841.00,-31.00,-3.56
9,MSHL,Mid Solu Hydropower Company Limited,636.40,-21.60,-3.28
10,TSHL,Three Star Hydropower Limited,398.00,-13.00,-3.16
11,NMBD89/90,10.75% NMB Debenture  2089/2090,1415.00,-45.00,-3.08
12,NABBC,Narayani Development Bank Limited,790.00,-25.00,-3.07
13,GBBD85,8.75% Garima Debenture 2085,1067.00,-33.00,-3.00
14,NICAD2091,7% NIC Asia Debenture 2091,1057.30,-32.70,-3.00
15,MMF1,Mega Mutual Fund - 1,9.46,-0.29,-2.97
