rank,symbol,company_name,close,change,change_percent
1,ECL,Everest Colour Limited,428.20,55.80,14.98
2,KAHL,Kalanga Hydro Limited,546.10,38.10,7.50
3,BNL,Bottlers Nepal Limited (Balaju),15200.00,1050.00,7.42
4,SGHL,Sanigad Hydro Limited,536.00,33.00,6.56
5,SNORL,Snow Rivers Limited,880.00,50.00,6.02
6,RIDI,Ridi Power Company Limited,378.90,19.20,5.34
7,TPKHL,Taksar Pikhuwa Khola Hydropower Limited,563.00,26.90,5.02
8,HRL,Himalayan Reinsurance Limited,645.00,29.00,4.71
9,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1540.00,64.90,4.40
10,BGWT,Bhagawati Hydropower Development Company Limited,614.90,24.90,4.22
11,SABBL,Salapa Bikas Bank Limited,1014.00,41.00,4.21
12,NSIF2,NMB Sulav Investment Fund - II,10.88,0.42,4.02
13,BHPL,Barahi Hydropower Public Limited,504.00,17.90,3.68
14,VLUCL,Vision Lumbini Urja Company Limited,469.00,16.50,3.65
15,CIZBD90,10% Citizens Bank Debenture 2090,1215.00,40.00,3.40
