rank,symbol,company_name,close,change,change_percent
1,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1034.20,-115.80,-10.07
2,NABILD2089,7% Nabil Debenture 2089,1030.00,-55.00,-5.07
3,CSY,Citizens Santulit Yojana,8.57,-0.44,-4.88
4,USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,1019.90,-45.10,-4.23
5,RLEL,Ridge Line Energy Limited,874.90,-35.10,-3.86
6,USHL,Upper Syange Hydropower Limited,520.00,-20.00,-3.70
7,MANDU,Mandu Hydropower Limited,711.20,-26.80,-3.63
8,CORBL,Corporate Development Bank Limited,907.90,-34.10,-3.62
9,MEHL,Manakamana Engineering Hydropower Limited,236.90,-8.10,-3.31
10,NICFC,NIC Asia Flexi Cap Fund,8.90,-0.30,-3.26
11,SAIL,Shreenagar Agritech Industries Limited,983.10,-31.90,-3.14
12,EBLD91,7.50% Everest Bank Limited Debenture  2091,1069.00,-33.00,-2.99
13,NMBD89/90,10.75% NMB Debenture  2089/2090,1223.00,-37.00,-2.94
14,NICBF,NIC ASIA Balanced Fund,9.03,-0.27,-2.90
15,CFCL,Central Finance Limited,582.20,-17.40,-2.90
