rank,symbol,company_name,close,change,change_percent
1,RHPL,Rasuwagadhi Hydropower Company Limited,205.20,-36.20,-15.00
2,MKJC,Mailung Khola Jal Vidhyut Company Limited,352.30,-62.10,-14.99
3,TVCL,Trishuli Jal Vidhyut Company Limited,390.00,-58.00,-12.95
4,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,375.00,-49.00,-11.56
5,SJCL,Sanjen Jalavidhyut Company Limited,231.90,-29.20,-11.18
6,CREST,Crest Micro Life Insurance Limited,1117.00,-136.00,-10.85
7,CHCL,Chilime Hydro power Company Limited,427.00,-48.10,-10.12
8,SPHL,Sayapatri Hydropower Limited,522.00,-58.00,-10.00
9,NICL,Nepal Insurance Company Limited,455.00,-31.90,-6.55
10,PRIN,Prabhu Insurance Company Limited,600.00,-40.00,-6.25
11,KEF,Kumari Equity Fund,9.41,-0.59,-5.90
12,RSY,Reliable Samriddhi Yojana,9.93,-0.61,-5.79
13,TPKHL,Taksar Pikhuwa Khola Hydropower Limited,500.10,-28.90,-5.46
14,MCHL,Menchhiyam Hydropower  Limited,261.00,-13.90,-5.06
15,SRLIP,Sanima Reliance Life Insurance Limited Promoter Share,197.60,-10.40,-5.00
