rank,symbol,company_name,close,change,change_percent
1,GSY,Garima Samriddhi Yojana,9.77,-0.69,-6.60
2,CBLD88,10.25% Civil Bank Debenture 2088,1235.00,-79.00,-6.01
3,GBIMEP,Global IME Bank Limited Promoter Share,120.80,-6.30,-4.96
4,MATRI,Matribhumi Laghubitta Bittiya Sanstha Limited,820.00,-39.00,-4.54
5,CORBL,Corporate Development Bank Limited,1317.00,-60.90,-4.42
6,SPL,Shuvam Power Limited,650.00,-28.90,-4.26
7,CKHL,Chirkhwa Hydro Power Limited,585.00,-22.70,-3.74
8,SAIL,Shreenagar Agritech Industries Limited,1079.00,-41.00,-3.66
9,SMJC,Sagarmatha Jalbidhyut Company Limited,444.60,-15.40,-3.35
10,SBLD2091,7.25% SBL Debenture 2091,1048.00,-32.00,-2.96
11,SBD87,8.5% Sanima Debenture 2087,1087.00,-33.00,-2.95
12,NBF2,Nabil Balanced Fund - 2,9.90,-0.30,-2.94
13,PCBLP,Prime Commercial Bank Limited Promoter Share,102.00,-3.00,-2.86
14,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1013.00,-29.00,-2.78
15,BJHL,Bhujung Hydropower Limited,724.50,-20.50,-2.75
