rank,symbol,company_name,close,change,change_percent
1,ECL,Everest Colour Limited,492.40,64.20,14.99
2,BUNGAL,Bungal Hydro Limited,705.00,67.00,10.50
3,SABBL,Salapa Bikas Bank Limited,1074.00,60.00,5.92
4,PURE,Pure Energy Limited,885.00,44.00,5.23
5,SAIL,Shreenagar Agritech Industries Limited,1083.80,44.90,4.32
6,RSML,Reliance Spinning Mills Limited,3681.00,136.00,3.84
7,CITY,City Hotel Limited,390.00,13.00,3.45
8,NBF2,Nabil Balanced Fund - 2,10.09,0.28,2.85
9,CORBL,Corporate Development Bank Limited,1439.00,39.00,2.79
10,H8020,Himalayan 80-20,12.30,0.33,2.76
11,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1249.00,33.00,2.71
12,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,1813.00,46.90,2.66
13,NICFC,NIC Asia Flexi Cap Fund,9.27,0.24,2.66
14,KAHL,Kalanga Hydro Limited,560.00,13.90,2.55
15,HLICF,HLI Large Cap Fund,8.95,0.22,2.52
