rank,symbol,company_name,close,change,change_percent
1,NCCD86,9.5%  NCC Rinpatra 2086,1206.00,-93.00,-7.16
2,NIBD84,8.5% Nepal Investment Bank Bond 2084,1040.00,-62.00,-5.63
3,NBBD2085,10.25% NBBL Debenture 2085,1065.00,-50.00,-4.48
4,GMLI,Guardian Micro Life Insurance Limited,1200.00,-48.90,-3.92
5,DHPL,Dibyashwari Hydropower Company Limited,296.50,-11.30,-3.67
6,SRBLD83,10.25% SRBL Debenture 2083,1059.90,-39.00,-3.55
7,SAGF,Sanima Growth Fund,10.12,-0.37,-3.53
8,SBCF,Sunrise Bluechip Fund,9.65,-0.35,-3.50
9,KHPL,Kalinchowk Hydropower Limited,960.00,-32.00,-3.23
10,JHAPA,Jhapa Energy Limited,1111.00,-37.00,-3.22
11,NMBD89/90,10.75% NMB Debenture  2089/2090,1370.00,-45.00,-3.18
12,MLBSL,Mahila Laghubitta Bittiya Sanstha Limited,1711.00,-56.00,-3.17
13,ENL,Emerging Nepal Limited,825.00,-26.90,-3.16
14,HIMSTAR,Him Star Urja Company Limited,751.00,-23.90,-3.08
15,SIGS2,Siddhartha Investment Growth Scheme-2,10.04,-0.31,-3.00
