rank,symbol,company_name,close,change,change_percent
1,ENL,Emerging Nepal Limited,691.60,-122.00,-15.00
2,SINDU,Sindhu Bikas Bank Limited,497.70,-87.80,-15.00
3,JFL,Janaki Finance Company Limited,313.60,-55.30,-14.99
4,ULHC,Upper Lohore Khola Hydropower Company Limited,260.00,-40.00,-13.33
5,ALBSL,Asha Laghubitta Bittiya Sanstha Limited,1102.10,-87.90,-7.39
6,CKHL,Chirkhwa Hydro Power Limited,591.00,-24.00,-3.90
7,IHL,Ingwa Hydropower Ltd,292.20,-11.80,-3.88
8,TVCL,Trishuli Jal Vidhyut Company Limited,317.20,-12.80,-3.88
9,CSY,Citizens Santulit Yojana,8.30,-0.33,-3.82
10,SPL,Shuvam Power Limited,615.60,-24.40,-3.81
11,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,355.20,-13.70,-3.71
12,MKHC,Maya Khola Hydropower Company Limited,260.00,-9.60,-3.56
13,SAGF,Sanima Growth Fund,9.33,-0.30,-3.12
14,MNBBL,Muktinath Bikas Bank Limited,346.00,-10.90,-3.05
15,KSBBL,Kamana Sewa Bikas Bank Limited,449.10,-13.90,-3.00
